TransactionID,Customer_ID,Date,DayOfWeek,Month,Category,Product,Quantity,Price,CustomerType
14336,C0456,2024-08-24,Saturday,August,Dairy,Ghee,3,119.44,indian_cooking
14337,C0456,2024-08-24,Saturday,August,Cooking Essentials,Oil,4,290.99,indian_cooking
14338,C0139,2024-08-28,Wednesday,August,Beverages,Cold Drink,4,351.65,snack_lover
14339,C0139,2024-08-28,Wednesday,August,Fruit & Vegetables,Tomato,5,271.27,snack_lover
14340,C0139,2024-08-28,Wednesday,August,Snacks,Namkeen,2,360.51,snack_lover
14341,C0139,2024-08-28,Wednesday,August,Snacks,Chocolate,4,49.93,snack_lover
14342,C0139,2024-08-28,Wednesday,August,Cooking Essentials,Oil,1,353.3,snack_lover
14343,C0270,2024-12-06,Friday,December,Cooking Essentials,Spices,5,153.53,breakfast_shopping
14344,C0270,2024-12-06,Friday,December,Dairy,Butter,1,396.81,breakfast_shopping
14345,C0270,2024-12-06,Friday,December,Beverages,Tea,4,320.89,breakfast_shopping
14346,C0270,2024-12-06,Friday,December,Grains & Staples,Poha,2,365.56,breakfast_shopping
14347,C0270,2024-12-06,Friday,December,Unknown,Biscuits,4,420.24,breakfast_shopping
14348,C0270,2024-12-06,Friday,December,Dairy,Milk,1,323.69,breakfast_shopping
14349,C0015,2024-06-13,Thursday,June,Cooking Essentials,Salt,1,191.55,daily_essentials
14350,C0015,2024-06-13,Thursday,June,Dairy,Curd,4,156.6,daily_essentials
14351,C0015,2024-06-13,Thursday,June,Beverages,Waterbottle,2,454.27,daily_essentials
14352,C0015,2024-06-13,Thursday,June,Dairy,Milk,5,378.72,daily_essentials
14353,C0155,2024-06-21,Friday,June,Snacks,Nuts,5,436.77,health_concious
14354,C0155,2024-06-21,Friday,June,Beverages,Tea,1,323.79,health_concious
14355,C0155,2024-06-21,Friday,June,Beverages,Cold Drink,4,262.77,health_concious
14356,C0155,2024-06-21,Friday,June,Fruit & Vegetables,Apple,2,27.02,health_concious
14357,C0155,2024-06-21,Friday,June,Personal Care,Toothpaste,5,128.47,health_concious
14358,C0155,2024-06-21,Friday,June,Fruit & Vegetables,Banana,2,63.51,health_concious
14359,C0155,2024-06-21,Friday,June,Dairy,Milk,5,350.51,health_concious
14360,C0124,2024-06-27,Thursday,June,Beverages,Tea,2,108.89,indian_cooking
14361,C0124,2024-06-27,Thursday,June,Personal Care,Facewash,3,349.59,indian_cooking
14362,C0124,2024-06-27,Thursday,June,Fruit & Vegetables,Apple,1,482.66,indian_cooking
14363,C0124,2024-06-27,Thursday,June,Grains & Staples,Rice,2,151.6,indian_cooking
14364,C0124,2024-06-27,Thursday,June,Fruit & Vegetables,Onion,3,419.98,indian_cooking
14365,C0124,2024-06-27,Thursday,June,Grains & Staples,Dal,1,459.36,indian_cooking
14366,C0124,2024-06-27,Thursday,June,Cooking Essentials,Oil,4,496.97,indian_cooking
14367,C0416,2024-12-24,Tuesday,December,Dairy,Cheese,5,412.59,breakfast_shopping
14368,C0416,2024-12-24,Tuesday,December,Bakery,Bread,2,75.56,breakfast_shopping
14369,C0416,2024-12-24,Tuesday,December,Dairy,Butter,1,85.39,breakfast_shopping
14370,C0416,2024-12-24,Tuesday,December,Beverages,Tea,1,237.69,breakfast_shopping
14371,C0416,2024-12-24,Tuesday,December,Fruit & Vegetables,Potato,1,73.56,breakfast_shopping
14372,C0416,2024-12-24,Tuesday,December,Dairy,Milk,1,31.79,breakfast_shopping
14373,C0195,2024-01-02,Tuesday,January,Cooking Essentials,Spices,1,98.91,indian_cooking
14374,C0195,2024-01-02,Tuesday,January,Snacks,Popcorn,4,485.54,indian_cooking
14375,C0195,2024-01-02,Tuesday,January,Fruit & Vegetables,Tomato,2,130.36,indian_cooking
14376,C0195,2024-01-02,Tuesday,January,Bakery,Rusk,3,205.06,indian_cooking
14377,C0195,2024-01-02,Tuesday,January,Fruit & Vegetables,Onion,1,358.07,indian_cooking
14378,C0195,2024-01-02,Tuesday,January,Fruit & Vegetables,Potato,2,300.28,indian_cooking
14379,C0195,2024-01-02,Tuesday,January,Dairy,Ghee,5,335.35,indian_cooking
14380,C0195,2024-01-02,Tuesday,January,Grains & Staples,Dal,4,28.49,indian_cooking
14381,C0088,2024-06-18,Tuesday,June,Grains & Staples,Oats,2,474.08,snack_lover
14382,C0088,2024-06-18,Tuesday,June,Snacks,Chips,1,242.68,snack_lover
14383,C0088,2024-06-18,Tuesday,June,Snacks,Chocolate,2,337.59,snack_lover
14384,C0088,2024-06-18,Tuesday,June,Fruit & Vegetables,Banana,5,189.27,snack_lover
14385,C0135,2024-12-03,Tuesday,December,Snacks,Nuts,2,412.75,health_concious
14386,C0135,2024-12-03,Tuesday,December,Beverages,Cold Drink,2,173.56,health_concious
14387,C0135,2024-12-03,Tuesday,December,Fruit & Vegetables,Apple,4,85.34,health_concious
14388,C0135,2024-12-03,Tuesday,December,Grains & Staples,Poha,2,135.67,health_concious
14389,C0135,2024-12-03,Tuesday,December,Fruit & Vegetables,Banana,3,464.52,health_concious
14390,C0478,2024-07-03,Wednesday,July,Beverages,Tea,2,310.28,breakfast_shopping
14391,C0478,2024-07-03,Wednesday,July,Dairy,Butter,1,140.51,breakfast_shopping
14392,C0478,2024-07-03,Wednesday,July,Bakery,Bread,5,457.24,breakfast_shopping
14393,C0478,2024-07-03,Wednesday,July,Grains & Staples,Semolina,2,241.9,breakfast_shopping
14394,C0433,2024-11-20,Wednesday,November,Cooking Essentials,Oil,4,27.52,student_budget
14395,C0433,2024-11-20,Wednesday,November,Beverages,Tea,3,215.23,student_budget
14396,C0433,2024-11-20,Wednesday,November,Grains & Staples,Poha,2,117.28,student_budget
14397,C0433,2024-11-20,Wednesday,November,Unknown,Biscuits,3,475.51,student_budget
14398,C0206,2024-05-02,Thursday,May,Cooking Essentials,Spices,3,442.65,family_shopping
14399,C0206,2024-05-02,Thursday,May,Personal Care,Soap,5,286.28,family_shopping
14400,C0206,2024-05-02,Thursday,May,Grains & Staples,Rice,4,155.57,family_shopping
14401,C0206,2024-05-02,Thursday,May,Personal Care,Shampoo,4,294.13,family_shopping
14402,C0206,2024-05-02,Thursday,May,Dairy,Ghee,1,31.46,family_shopping
14403,C0206,2024-05-02,Thursday,May,Dairy,Milk,3,361.12,family_shopping
14404,C0206,2024-05-02,Thursday,May,Cooking Essentials,Oil,4,358.61,family_shopping
14405,C0107,2024-04-13,Saturday,April,Beverages,Waterbottle,3,14.92,daily_essentials
14406,C0107,2024-04-13,Saturday,April,Bakery,Bread,3,233.42,daily_essentials
14407,C0107,2024-04-13,Saturday,April,Personal Care,Toothpaste,3,22.85,daily_essentials
14408,C0107,2024-04-13,Saturday,April,Grains & Staples,Rice,4,405.58,daily_essentials
14409,C0107,2024-04-13,Saturday,April,Fruit & Vegetables,Potato,1,173.24,daily_essentials
14410,C0107,2024-04-13,Saturday,April,Dairy,Milk,4,180.03,daily_essentials
14411,C0107,2024-04-13,Saturday,April,Cooking Essentials,Oil,3,262.75,daily_essentials
14412,C0392,2024-11-09,Saturday,November,Cooking Essentials,Spices,2,92.93,daily_essentials
14413,C0392,2024-11-09,Saturday,November,Bakery,Bread,2,30.64,daily_essentials
14414,C0392,2024-11-09,Saturday,November,Cooking Essentials,Salt,2,18.89,daily_essentials
14415,C0392,2024-11-09,Saturday,November,Dairy,Curd,4,127.15,daily_essentials
14416,C0392,2024-11-09,Saturday,November,Fruit & Vegetables,Onion,1,291.34,daily_essentials
14417,C0392,2024-11-09,Saturday,November,Fruit & Vegetables,Potato,1,415.04,daily_essentials
14418,C0392,2024-11-09,Saturday,November,Dairy,Ghee,5,239.97,daily_essentials
14419,C0392,2024-11-09,Saturday,November,Dairy,Milk,1,372.1,daily_essentials
14420,C0127,2024-07-14,Sunday,July,Grains & Staples,Oats,2,418.35,family_shopping
14421,C0127,2024-07-14,Sunday,July,Dairy,Milk,2,278.32,family_shopping
14422,C0127,2024-07-14,Sunday,July,Fruit & Vegetables,Onion,1,75.45,family_shopping
14423,C0127,2024-07-14,Sunday,July,Cooking Essentials,Oil,2,115.99,family_shopping
14424,C0284,2024-07-29,Monday,July,Dairy,Panner,2,138.01,student_budget
14425,C0284,2024-07-29,Monday,July,Bakery,Bread,5,86.54,student_budget
14426,C0284,2024-07-29,Monday,July,Beverages,Tea,3,127.53,student_budget
14427,C0284,2024-07-29,Monday,July,Beverages,Cold Drink,2,123.41,student_budget
14428,C0284,2024-07-29,Monday,July,Snacks,Chips,2,389.26,student_budget
14429,C0284,2024-07-29,Monday,July,Unknown,Biscuits,1,17.39,student_budget
14430,C0284,2024-07-29,Monday,July,Fruit & Vegetables,Onion,1,103.43,student_budget
14431,C0284,2024-07-29,Monday,July,Fruit & Vegetables,Carrot,4,267.95,student_budget
14432,C0310,2024-03-28,Thursday,March,Bakery,Bread,4,287.92,breakfast_shopping
14433,C0310,2024-03-28,Thursday,March,Dairy,Butter,2,174.47,breakfast_shopping
14434,C0310,2024-03-28,Thursday,March,Beverages,Tea,2,306.04,breakfast_shopping
14435,C0310,2024-03-28,Thursday,March,Personal Care,Facewash,4,67.12,breakfast_shopping
14436,C0310,2024-03-28,Thursday,March,Grains & Staples,Poha,4,498.74,breakfast_shopping
14437,C0310,2024-03-28,Thursday,March,Dairy,Milk,2,298.31,breakfast_shopping
14438,C0310,2024-03-28,Thursday,March,Beverages,Juice,5,144.65,breakfast_shopping
14439,C0377,2024-09-06,Friday,September,Personal Care,Facewash,3,115.61,snack_lover
14440,C0377,2024-09-06,Friday,September,Beverages,Cold Drink,1,453.5,snack_lover
14441,C0377,2024-09-06,Friday,September,Snacks,Chips,1,280.4,snack_lover
14442,C0377,2024-09-06,Friday,September,Snacks,Chocolate,1,324.55,snack_lover
14443,C0377,2024-09-06,Friday,September,Snacks,Namkeen,1,302.73,snack_lover
14444,C0377,2024-09-06,Friday,September,Cooking Essentials,Oil,4,130.53,snack_lover
14445,C0477,2024-05-01,Wednesday,May,Dairy,Butter,4,240.24,student_budget
14446,C0477,2024-05-01,Wednesday,May,Bakery,Bread,2,216.48,student_budget
14447,C0477,2024-05-01,Wednesday,May,Beverages,Cold Drink,4,375.48,student_budget
14448,C0477,2024-05-01,Wednesday,May,Snacks,Chips,2,220.37,student_budget
14449,C0477,2024-05-01,Wednesday,May,Unknown,Biscuits,5,81.33,student_budget
14450,C0477,2024-05-01,Wednesday,May,Fruit & Vegetables,Carrot,3,407.71,student_budget
14451,C0343,2024-10-06,Sunday,October,Cooking Essentials,Spices,3,105.18,family_shopping
14452,C0343,2024-10-06,Sunday,October,Bakery,Brown Bread,5,86.54,family_shopping
14453,C0343,2024-10-06,Sunday,October,Bakery,Bread,3,221.77,family_shopping
14454,C0343,2024-10-06,Sunday,October,Personal Care,Soap,5,88.39,family_shopping
14455,C0343,2024-10-06,Sunday,October,Personal Care,Shampoo,2,495.89,family_shopping
14456,C0343,2024-10-06,Sunday,October,Dairy,Ghee,5,428.53,family_shopping
14457,C0343,2024-10-06,Sunday,October,Cooking Essentials,Oil,2,265.8,family_shopping
14458,C0403,2024-02-12,Monday,February,Dairy,Ghee,2,175.55,indian_cooking
14459,C0403,2024-02-12,Monday,February,Dairy,Cheese,1,198.54,indian_cooking
14460,C0403,2024-02-12,Monday,February,Cooking Essentials,Oil,4,344.0,indian_cooking
14461,C0403,2024-02-12,Monday,February,Fruit & Vegetables,Onion,5,432.28,indian_cooking
14462,C0150,2024-01-22,Monday,January,Dairy,Cheese,2,299.23,student_budget
14463,C0150,2024-01-22,Monday,January,Bakery,Bread,2,133.3,student_budget
14464,C0150,2024-01-22,Monday,January,Beverages,Tea,3,200.06,student_budget
14465,C0150,2024-01-22,Monday,January,Beverages,Cold Drink,1,265.98,student_budget
14466,C0150,2024-01-22,Monday,January,Snacks,Chips,5,118.05,student_budget
14467,C0150,2024-01-22,Monday,January,Unknown,Biscuits,2,453.48,student_budget
14468,C0150,2024-01-22,Monday,January,Fruit & Vegetables,Onion,3,26.96,student_budget
14469,C0150,2024-01-22,Monday,January,Fruit & Vegetables,Carrot,4,455.35,student_budget
14470,C0356,2024-11-10,Sunday,November,Bakery,Bread,3,280.88,breakfast_shopping
14471,C0356,2024-11-10,Sunday,November,Dairy,Butter,2,111.54,breakfast_shopping
14472,C0356,2024-11-10,Sunday,November,Beverages,Tea,5,228.92,breakfast_shopping
14473,C0356,2024-11-10,Sunday,November,Dairy,Curd,5,188.95,breakfast_shopping
14474,C0356,2024-11-10,Sunday,November,Beverages,Cold Drink,5,49.05,breakfast_shopping
14475,C0356,2024-11-10,Sunday,November,Bakery,Rusk,5,20.6,breakfast_shopping
14476,C0356,2024-11-10,Sunday,November,Unknown,Biscuits,2,383.6,breakfast_shopping
14477,C0356,2024-11-10,Sunday,November,Dairy,Milk,5,323.11,breakfast_shopping
14478,C0138,2024-06-23,Sunday,June,Cooking Essentials,Spices,3,406.22,snack_lover
14479,C0138,2024-06-23,Sunday,June,Snacks,Popcorn,4,73.26,snack_lover
14480,C0138,2024-06-23,Sunday,June,Beverages,Cold Drink,2,373.12,snack_lover
14481,C0138,2024-06-23,Sunday,June,Snacks,Chocolate,2,16.86,snack_lover
14482,C0138,2024-06-23,Sunday,June,Grains & Staples,Poha,4,12.19,snack_lover
14483,C0138,2024-06-23,Sunday,June,Snacks,Namkeen,4,438.25,snack_lover
14484,C0138,2024-06-23,Sunday,June,Dairy,Ghee,1,283.2,snack_lover
14485,C0309,2024-06-04,Tuesday,June,Cooking Essentials,Spices,2,374.15,indian_cooking
14486,C0309,2024-06-04,Tuesday,June,Beverages,Coffee,1,141.75,indian_cooking
14487,C0309,2024-06-04,Tuesday,June,Snacks,Nuts,2,372.57,indian_cooking
14488,C0309,2024-06-04,Tuesday,June,Fruit & Vegetables,Tomato,4,436.03,indian_cooking
14489,C0309,2024-06-04,Tuesday,June,Fruit & Vegetables,Onion,1,282.44,indian_cooking
14490,C0309,2024-06-04,Tuesday,June,Dairy,Ghee,4,289.97,indian_cooking
14491,C0309,2024-06-04,Tuesday,June,Cooking Essentials,Oil,2,234.46,indian_cooking
14492,C0481,2024-12-04,Wednesday,December,Dairy,Milk,3,403.4,breakfast_shopping
14493,C0481,2024-12-04,Wednesday,December,Dairy,Butter,3,447.23,breakfast_shopping
14494,C0481,2024-12-04,Wednesday,December,Dairy,Cheese,1,400.03,breakfast_shopping
14495,C0382,2024-12-07,Saturday,December,Beverages,Tea,2,330.14,student_budget
14496,C0382,2024-12-07,Saturday,December,Snacks,Chips,1,79.99,student_budget
14497,C0382,2024-12-07,Saturday,December,Beverages,Cold Drink,4,228.39,student_budget
14498,C0459,2024-11-26,Tuesday,November,Beverages,Tea,4,158.09,indian_cooking
14499,C0459,2024-11-26,Tuesday,November,Fruit & Vegetables,Tomato,1,131.69,indian_cooking
14500,C0459,2024-11-26,Tuesday,November,Personal Care,Toothpaste,4,412.53,indian_cooking
14501,C0459,2024-11-26,Tuesday,November,Grains & Staples,Rice,2,422.27,indian_cooking
14502,C0459,2024-11-26,Tuesday,November,Grains & Staples,Semolina,3,382.27,indian_cooking
14503,C0459,2024-11-26,Tuesday,November,Fruit & Vegetables,Onion,2,21.5,indian_cooking
14504,C0459,2024-11-26,Tuesday,November,Cooking Essentials,Oil,3,142.62,indian_cooking
14505,C0372,2024-04-25,Thursday,April,Grains & Staples,Oats,3,435.55,health_concious
14506,C0372,2024-04-25,Thursday,April,Dairy,Milk,2,244.44,health_concious
14507,C0372,2024-04-25,Thursday,April,Fruit & Vegetables,Onion,3,83.18,health_concious
14508,C0372,2024-04-25,Thursday,April,Bakery,Cookies,3,103.13,health_concious
14509,C0062,2024-01-23,Tuesday,January,Snacks,Popcorn,5,457.71,snack_lover
14510,C0062,2024-01-23,Tuesday,January,Grains & Staples,Wheat Flour,3,127.98,snack_lover
14511,C0062,2024-01-23,Tuesday,January,Personal Care,Soap,1,376.25,snack_lover
14512,C0062,2024-01-23,Tuesday,January,Beverages,Cold Drink,2,90.13,snack_lover
14513,C0062,2024-01-23,Tuesday,January,Bakery,Rusk,3,90.08,snack_lover
14514,C0062,2024-01-23,Tuesday,January,Snacks,Chips,4,145.06,snack_lover
14515,C0062,2024-01-23,Tuesday,January,Snacks,Chocolate,4,148.05,snack_lover
14516,C0282,2024-08-25,Sunday,August,Beverages,Tea,4,152.33,breakfast_shopping
14517,C0282,2024-08-25,Sunday,August,Personal Care,Facewash,2,258.07,breakfast_shopping
14518,C0282,2024-08-25,Sunday,August,Unknown,Biscuits,2,28.14,breakfast_shopping
14519,C0338,2024-01-16,Tuesday,January,Snacks,Popcorn,1,76.25,snack_lover
14520,C0338,2024-01-16,Tuesday,January,Snacks,Chips,3,266.62,snack_lover
14521,C0338,2024-01-16,Tuesday,January,Snacks,Namkeen,1,192.24,snack_lover
14522,C0338,2024-01-16,Tuesday,January,Snacks,Chocolate,5,323.68,snack_lover
14523,C0338,2024-01-16,Tuesday,January,Grains & Staples,Semolina,2,61.34,snack_lover
14524,C0338,2024-01-16,Tuesday,January,Grains & Staples,Dal,5,246.36,snack_lover
14525,C0367,2024-10-27,Sunday,October,Bakery,Brown Bread,2,346.98,breakfast_shopping
14526,C0367,2024-10-27,Sunday,October,Dairy,Butter,3,459.58,breakfast_shopping
14527,C0367,2024-10-27,Sunday,October,Bakery,Bread,2,499.6,breakfast_shopping
14528,C0367,2024-10-27,Sunday,October,Beverages,Tea,3,288.54,breakfast_shopping
14529,C0367,2024-10-27,Sunday,October,Snacks,Chocolate,2,17.98,breakfast_shopping
14530,C0367,2024-10-27,Sunday,October,Grains & Staples,Poha,4,151.69,breakfast_shopping
14531,C0367,2024-10-27,Sunday,October,Unknown,Biscuits,3,51.94,breakfast_shopping
14532,C0367,2024-10-27,Sunday,October,Dairy,Milk,1,38.91,breakfast_shopping
14533,C0021,2024-12-09,Monday,December,Beverages,Juice,3,395.06,indian_cooking
14534,C0021,2024-12-09,Monday,December,Fruit & Vegetables,Tomato,2,53.2,indian_cooking
14535,C0021,2024-12-09,Monday,December,Grains & Staples,Rice,5,261.65,indian_cooking
14536,C0021,2024-12-09,Monday,December,Grains & Staples,Poha,5,165.08,indian_cooking
14537,C0021,2024-12-09,Monday,December,Grains & Staples,Dal,4,213.48,indian_cooking
14538,C0395,2024-08-08,Thursday,August,Snacks,Nuts,2,179.33,health_concious
14539,C0395,2024-08-08,Thursday,August,Dairy,Curd,1,172.74,health_concious
14540,C0395,2024-08-08,Thursday,August,Fruit & Vegetables,Tomato,1,287.74,health_concious
14541,C0395,2024-08-08,Thursday,August,Fruit & Vegetables,Apple,1,140.26,health_concious
14542,C0395,2024-08-08,Thursday,August,Cooking Essentials,Tomatosauce,2,466.35,health_concious
14543,C0395,2024-08-08,Thursday,August,Grains & Staples,Oats,4,35.36,health_concious
14544,C0080,2024-02-03,Saturday,February,Dairy,Panner,1,482.66,indian_cooking
14545,C0080,2024-02-03,Saturday,February,Beverages,Waterbottle,1,67.57,indian_cooking
14546,C0080,2024-02-03,Saturday,February,Fruit & Vegetables,Onion,4,95.34,indian_cooking
14547,C0080,2024-02-03,Saturday,February,Dairy,Ghee,4,424.57,indian_cooking
14548,C0080,2024-02-03,Saturday,February,Grains & Staples,Dal,3,111.82,indian_cooking
14549,C0190,2024-11-11,Monday,November,Beverages,Tea,1,327.11,student_budget
14550,C0190,2024-11-11,Monday,November,Grains & Staples,Dal,4,482.11,student_budget
14551,C0190,2024-11-11,Monday,November,Beverages,Waterbottle,1,319.58,student_budget
14552,C0190,2024-11-11,Monday,November,Bakery,Bread,4,101.52,student_budget
14553,C0163,2024-06-27,Thursday,June,Grains & Staples,Rice,2,254.64,family_shopping
14554,C0163,2024-06-27,Thursday,June,Snacks,Chocolate,1,101.58,family_shopping
14555,C0163,2024-06-27,Thursday,June,Grains & Staples,Poha,1,224.97,family_shopping
14556,C0163,2024-06-27,Thursday,June,Personal Care,Soap,3,369.49,family_shopping
14557,C0280,2024-11-27,Wednesday,November,Grains & Staples,Wheat Flour,5,263.6,indian_cooking
14558,C0280,2024-11-27,Wednesday,November,Fruit & Vegetables,Tomato,1,372.45,indian_cooking
14559,C0280,2024-11-27,Wednesday,November,Fruit & Vegetables,Potato,4,340.38,indian_cooking
14560,C0280,2024-11-27,Wednesday,November,Grains & Staples,Dal,2,165.62,indian_cooking
14561,C0280,2024-11-27,Wednesday,November,Cooking Essentials,Oil,2,408.16,indian_cooking
14562,C0209,2024-01-20,Saturday,January,Grains & Staples,Rice,5,291.8,family_shopping
14563,C0209,2024-01-20,Saturday,January,Personal Care,Shampoo,1,418.24,family_shopping
14564,C0209,2024-01-20,Saturday,January,Personal Care,Soap,5,491.72,family_shopping
14565,C0484,2024-12-27,Friday,December,Cooking Essentials,Salt,1,497.03,daily_essentials
14566,C0484,2024-12-27,Friday,December,Snacks,Namkeen,5,76.5,daily_essentials
14567,C0484,2024-12-27,Friday,December,Dairy,Ghee,2,263.01,daily_essentials
14568,C0484,2024-12-27,Friday,December,Dairy,Milk,4,430.23,daily_essentials
14569,C0484,2024-12-27,Friday,December,Cooking Essentials,Oil,3,369.16,daily_essentials
14570,C0172,2024-12-29,Sunday,December,Beverages,Coffee,1,82.84,breakfast_shopping
14571,C0172,2024-12-29,Sunday,December,Dairy,Butter,4,137.69,breakfast_shopping
14572,C0172,2024-12-29,Sunday,December,Beverages,Tea,2,244.81,breakfast_shopping
14573,C0172,2024-12-29,Sunday,December,Unknown,Biscuits,5,469.05,breakfast_shopping
14574,C0172,2024-12-29,Sunday,December,Fruit & Vegetables,Potato,4,316.42,breakfast_shopping
14575,C0172,2024-12-29,Sunday,December,Dairy,Milk,4,421.52,breakfast_shopping
14576,C0172,2024-12-29,Sunday,December,Bakery,Biscuit,3,278.87,breakfast_shopping
14577,C0450,2024-02-12,Monday,February,Dairy,Ghee,5,323.87,breakfast_shopping
14578,C0450,2024-02-12,Monday,February,Dairy,Milk,2,352.43,breakfast_shopping
14579,C0450,2024-02-12,Monday,February,Bakery,Bread,4,82.72,breakfast_shopping
14580,C0139,2024-04-06,Saturday,April,Snacks,Namkeen,4,312.59,snack_lover
14581,C0139,2024-04-06,Saturday,April,Snacks,Popcorn,2,334.98,snack_lover
14582,C0139,2024-04-06,Saturday,April,Snacks,Chocolate,4,234.8,snack_lover
14583,C0035,2024-01-06,Saturday,January,Cooking Essentials,Spices,5,398.27,health_concious
14584,C0035,2024-01-06,Saturday,January,Snacks,Nuts,3,50.79,health_concious
14585,C0035,2024-01-06,Saturday,January,Grains & Staples,Poha,2,103.59,health_concious
14586,C0035,2024-01-06,Saturday,January,Dairy,Milk,1,496.75,health_concious
14587,C0035,2024-01-06,Saturday,January,Grains & Staples,Oats,4,292.4,health_concious
14588,C0035,2024-01-06,Saturday,January,Fruit & Vegetables,Banana,1,285.34,health_concious
14589,C0344,2024-05-07,Tuesday,May,Bakery,Brown Bread,1,228.65,breakfast_shopping
14590,C0344,2024-05-07,Tuesday,May,Bakery,Bread,2,298.92,breakfast_shopping
14591,C0344,2024-05-07,Tuesday,May,Dairy,Butter,3,369.41,breakfast_shopping
14592,C0344,2024-05-07,Tuesday,May,Grains & Staples,Wheat Flour,2,196.86,breakfast_shopping
14593,C0344,2024-05-07,Tuesday,May,Beverages,Tea,4,38.39,breakfast_shopping
14594,C0344,2024-05-07,Tuesday,May,Dairy,Milk,5,458.95,breakfast_shopping
14595,C0215,2024-10-27,Sunday,October,Snacks,Nuts,2,316.14,health_concious
14596,C0215,2024-10-27,Sunday,October,Dairy,Curd,5,98.46,health_concious
14597,C0215,2024-10-27,Sunday,October,Fruit & Vegetables,Apple,4,201.63,health_concious
14598,C0215,2024-10-27,Sunday,October,Grains & Staples,Rice,4,116.01,health_concious
14599,C0215,2024-10-27,Sunday,October,Fruit & Vegetables,Onion,4,20.11,health_concious
14600,C0215,2024-10-27,Sunday,October,Grains & Staples,Oats,5,214.54,health_concious
14601,C0455,2024-04-15,Monday,April,Beverages,Tea,4,201.61,health_concious
14602,C0455,2024-04-15,Monday,April,Grains & Staples,Dal,4,324.96,health_concious
14603,C0455,2024-04-15,Monday,April,Dairy,Curd,4,219.82,health_concious
14604,C0455,2024-04-15,Monday,April,Snacks,Nuts,3,183.57,health_concious
14605,C0270,2024-11-26,Tuesday,November,Dairy,Milk,5,36.14,breakfast_shopping
14606,C0270,2024-11-26,Tuesday,November,Grains & Staples,Poha,2,31.1,breakfast_shopping
14607,C0270,2024-11-26,Tuesday,November,Bakery,Bread,5,101.54,breakfast_shopping
14608,C0025,2024-12-20,Friday,December,Bakery,Bread,1,296.67,daily_essentials
14609,C0025,2024-12-20,Friday,December,Snacks,Popcorn,3,389.67,daily_essentials
14610,C0025,2024-12-20,Friday,December,Cooking Essentials,Salt,2,138.01,daily_essentials
14611,C0025,2024-12-20,Friday,December,Fruit & Vegetables,Onion,4,42.26,daily_essentials
14612,C0025,2024-12-20,Friday,December,Fruit & Vegetables,Potato,1,192.18,daily_essentials
14613,C0025,2024-12-20,Friday,December,Dairy,Milk,2,302.15,daily_essentials
14614,C0025,2024-12-20,Friday,December,Cooking Essentials,Oil,5,308.91,daily_essentials
14615,C0025,2024-12-20,Friday,December,Fruit & Vegetables,Carrot,1,225.71,daily_essentials
14616,C0048,2024-10-24,Thursday,October,Snacks,Chocolate,1,373.57,family_shopping
14617,C0048,2024-10-24,Thursday,October,Personal Care,Shampoo,3,309.54,family_shopping
14618,C0048,2024-10-24,Thursday,October,Personal Care,Soap,5,113.14,family_shopping
14619,C0253,2024-09-24,Tuesday,September,Bakery,Bread,4,226.8,daily_essentials
14620,C0253,2024-09-24,Tuesday,September,Dairy,Curd,5,418.43,daily_essentials
14621,C0253,2024-09-24,Tuesday,September,Grains & Staples,Oats,1,487.3,daily_essentials
14622,C0253,2024-09-24,Tuesday,September,Dairy,Milk,4,223.37,daily_essentials
14623,C0253,2024-09-24,Tuesday,September,Cooking Essentials,Oil,3,191.96,daily_essentials
14624,C0497,2024-12-20,Friday,December,Bakery,Bread,4,183.66,daily_essentials
14625,C0497,2024-12-20,Friday,December,Dairy,Butter,2,447.64,daily_essentials
14626,C0497,2024-12-20,Friday,December,Fruit & Vegetables,Onion,5,167.9,daily_essentials
14627,C0497,2024-12-20,Friday,December,Fruit & Vegetables,Potato,5,131.42,daily_essentials
14628,C0497,2024-12-20,Friday,December,Dairy,Milk,5,202.89,daily_essentials
14629,C0497,2024-12-20,Friday,December,Beverages,Juice,2,473.95,daily_essentials
14630,C0497,2024-12-20,Friday,December,Cooking Essentials,Oil,1,114.33,daily_essentials
14631,C0497,2024-12-20,Friday,December,Bakery,Biscuit,4,152.66,daily_essentials
14632,C0220,2024-08-14,Wednesday,August,Bakery,Brown Bread,1,445.42,daily_essentials
14633,C0220,2024-08-14,Wednesday,August,Cooking Essentials,Salt,2,136.77,daily_essentials
14634,C0220,2024-08-14,Wednesday,August,Fruit & Vegetables,Onion,4,149.38,daily_essentials
14635,C0220,2024-08-14,Wednesday,August,Fruit & Vegetables,Potato,5,467.7,daily_essentials
14636,C0220,2024-08-14,Wednesday,August,Fruit & Vegetables,Carrot,4,10.51,daily_essentials
14637,C0054,2024-03-28,Thursday,March,Dairy,Milk,1,111.67,health_concious
14638,C0054,2024-03-28,Thursday,March,Grains & Staples,Dal,5,53.61,health_concious
14639,C0054,2024-03-28,Thursday,March,Snacks,Nuts,1,66.68,health_concious
14640,C0128,2024-11-20,Wednesday,November,Grains & Staples,Oats,3,454.25,health_concious
14641,C0128,2024-11-20,Wednesday,November,Dairy,Cheese,4,14.72,health_concious
14642,C0128,2024-11-20,Wednesday,November,Snacks,Nuts,5,22.05,health_concious
14643,C0128,2024-11-20,Wednesday,November,Bakery,Cookies,4,180.27,health_concious
