TransactionID,Items
2174,"['Banana', 'Dal', 'Nuts', 'Waterbottle', 'Milk', 'Curd']"
2175,"['Banana', 'Oats', 'Waterbottle', 'Curd', 'Carrot', 'Apple']"
2176,"['Tomatosauce', 'Tea', 'Apple', 'Oats']"
2177,"['Tomatosauce', 'Oats', 'Nuts', 'Milk', 'Curd', 'Wheat Flour', 'Rice', 'Apple']"
2178,"['Cold Drink', 'Chips', 'Namkeen', 'Curd', 'Chocolate', 'Onion', 'Popcorn', 'Rice']"
2179,"['Bread', 'Carrot', 'Namkeen', 'Chocolate']"
2180,"['Salt', 'Cold Drink', 'Chocolate']"
2181,"['Chips', 'Namkeen', 'Curd', 'Chocolate', 'Popcorn', 'Cold Drink', 'Rusk', 'Panner']"
2182,"['Salt', 'Chips', 'Namkeen', 'Curd', 'Chocolate', 'Popcorn', 'Cold Drink']"
2183,"['Chips', 'Tea', 'Cold Drink', 'Curd']"
2184,"['Tomatosauce', 'Potato', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rice']"
2185,"['Cheese', 'Tea', 'Biscuits']"
2186,"['Tea', 'Milk', 'Curd']"
2187,"['Poha', 'Nuts', 'Milk', 'Tea', 'Biscuits', 'Bread', 'Apple']"
2188,"['Tomatosauce', 'Potato', 'Milk', 'Butter', 'Onion', 'Tea', 'Biscuits', 'Bread']"
2189,"['Banana', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rusk', 'Rice']"
2190,"['Nuts', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Rusk']"
2191,"['Poha', 'Waterbottle', 'Milk', 'Soap', 'Butter', 'Tea', 'Bread']"
2192,"['Milk', 'Namkeen', 'Soap', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Apple']"
2193,"['Chips', 'Milk', 'Curd', 'Tea', 'Biscuits', 'Bread']"
2194,"['Coffee', 'Milk', 'Butter', 'Biscuits', 'Cookies']"
2195,"['Cold Drink', 'Biscuit', 'Butter', 'Tea', 'Bread']"
2196,"['Oil', 'Milk', 'Juice', 'Tea', 'Biscuits', 'Bread']"
2197,"['Salt', 'Coffee', 'Milk', 'Soap', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2198,"['Shampoo', 'Tea', 'Biscuits']"
2199,"['Shampoo', 'Tea', 'Milk']"
2200,"['Bread', 'Ghee', 'Butter']"
2201,"['Bread', 'Apple', 'Butter']"
2202,"['Toothpaste', 'Milk', 'Bread', 'Butter', 'Tea', 'Poha', 'Cookies']"
2203,"['Tomato', 'Cheese', 'Milk', 'Chocolate', 'Butter', 'Tea', 'Biscuits']"
2204,"['Oats', 'Nuts', 'Milk', 'Poha', 'Panner']"
2205,"['Banana', 'Nuts', 'Milk', 'Curd', 'Butter', 'Tea', 'Apple']"
2206,"['Nuts', 'Semolina', 'Curd']"
2207,"['Banana', 'Tomato', 'Oats', 'Curd', 'Wheat Flour']"
2208,"['Banana', 'Oats', 'Nuts', 'Milk', 'Biscuit', 'Tea', 'Cookies']"
2209,"['Cheese', 'Nuts', 'Oats', 'Wheat Flour']"
2210,"['Banana', 'Semolina', 'Nuts', 'Rice', 'Apple']"
2211,"['Oats', 'Chips', 'Nuts', 'Milk', 'Butter', 'Apple']"
2212,"['Oats', 'Nuts', 'Milk', 'Chocolate', 'Apple']"
2213,"['Banana', 'Oats', 'Facewash', 'Curd', 'Biscuit']"
2214,"['Oats', 'Cheese', 'Spices', 'Nuts', 'Milk', 'Apple']"
2215,"['Milk', 'Soap', 'Panner', 'Shampoo', 'Oil', 'Semolina', 'Cookies', 'Milk', 'Poha', 'Rice']"
2216,"['Shampoo', 'Ghee', 'Milk']"
2217,"['Semolina', 'Bread', 'Milk', 'Popcorn']"
2218,"['Bread', 'Soap', 'Dal']"
2219,"['Shampoo', 'Tomatosauce', 'Oats', 'Dal', 'Soap', 'Rice']"
2220,"['Shampoo', 'Waterbottle', 'Soap', 'Dal']"
2221,"['Apple', 'Oil', 'Potato', 'Milk', 'Curd', 'Soap', 'Bread', 'Rice']"
2222,"['Shampoo', 'Tomatosauce', 'Oil', 'Sugar', 'Soap', 'Chocolate', 'Bread', 'Rice']"
2223,"['Banana', 'Oil', 'Oats', 'Soap', 'Brown Bread', 'Bread', 'Rice']"
2224,"['Shampoo', 'Dal', 'Brown Bread', 'Soap', 'Panner']"
2225,"['Tomatosauce', 'Toothpaste', 'Oil', 'Soap', 'Bread']"
2226,"['Shampoo', 'Oil', 'Poha', 'Spices', 'Soap', 'Brown Bread', 'Bread']"
2227,"['Shampoo', 'Oil', 'Dal', 'Chips', 'Milk', 'Soap', 'Cold Drink', 'Rice']"
2228,"['Shampoo', 'Waterbottle', 'Namkeen', 'Rice']"
2229,"['Shampoo', 'Toothpaste', 'Oil', 'Cookies', 'Milk', 'Curd', 'Bread', 'Rice']"
2230,"['Tomato', 'Oil', 'Sugar', 'Soap', 'Bread']"
2231,"['Potato', 'Milk', 'Soap', 'Rice', 'Panner']"
2232,"['Banana', 'Dal', 'Milk', 'Soap', 'Bread', 'Rice']"
2233,"['Banana', 'Oil', 'Dal', 'Biscuit', 'Soap', 'Bread', 'Rusk', 'Rice']"
2234,"['Oil', 'Oats', 'Dal', 'Spices', 'Soap', 'Tea', 'Bread', 'Rice']"
2235,"['Oil', 'Dal', 'Spices', 'Chocolate', 'Rice']"
2236,"['Banana', 'Oats', 'Milk', 'Wheat Flour', 'Apple', 'Panner']"
2237,"['Banana', 'Spices', 'Nuts', 'Milk', 'Biscuit', 'Brown Bread', 'Apple']"
2238,"['Banana', 'Oats', 'Facewash', 'Milk', 'Butter', 'Apple']"
2239,"['Banana', 'Oats', 'Chips', 'Spices', 'Nuts', 'Curd', 'Ghee', 'Apple']"
2240,"['Tomato', 'Coffee', 'Oats', 'Milk', 'Apple']"
2241,"['Banana', 'Shampoo', 'Toothpaste', 'Oats', 'Milk', 'Apple']"
2242,"['Banana', 'Oats', 'Milk', 'Curd', 'Soap']"
2243,"['Nuts', 'Milk', 'Carrot', 'Onion', 'Apple']"
2244,"['Banana', 'Toothpaste', 'Oats', 'Coffee', 'Milk', 'Chocolate', 'Apple']"
2245,"['Banana', 'Oil', 'Oats', 'Nuts', 'Milk', 'Rice']"
2246,"['Oats', 'Milk', 'Apple', 'Juice']"
2247,"['Tomato', 'Milk', 'Ghee', 'Oil']"
2248,"['Salt', 'Tomato', 'Oil', 'Coffee', 'Dal', 'Spices', 'Ghee', 'Rice']"
2249,"['Tomato', 'Dal', 'Spices', 'Namkeen', 'Curd', 'Ghee', 'Cold Drink']"
2250,"['Tomato', 'Oil', 'Cheese', 'Spices', 'Sugar', 'Chocolate', 'Onion']"
2251,"['Poha', 'Rusk', 'Dal', 'Onion']"
2252,"['Chips', 'Tomato', 'Ghee']"
2253,"['Tomato', 'Oil', 'Coffee', 'Facewash', 'Ghee', 'Onion']"
2254,"['Spices', 'Tomato', 'Oil', 'Rice']"
2255,"['Ghee', 'Rice', 'Oil']"
2256,"['Spices', 'Tea', 'Cookies', 'Dal']"
2257,"['Salt', 'Cold Drink', 'Namkeen', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2258,"['Shampoo', 'Waterbottle', 'Milk', 'Butter', 'Bread']"
2259,"['Tea', 'Bread', 'Brown Bread', 'Milk', 'Ghee', 'Butter', 'Tea', 'Biscuits', 'Poha', 'Rusk']"
2260,"['Tea', 'Bread', 'Cookies', 'Carrot']"
2261,"['Tomatosauce', 'Tomato', 'Oil', 'Coffee', 'Dal', 'Spices', 'Onion', 'Rice']"
2262,"['Shampoo', 'Oil', 'Dal', 'Spices', 'Ghee', 'Onion', 'Cookies', 'Panner']"
2263,"['Tomato', 'Oil', 'Oats', 'Dal', 'Ghee', 'Cookies', 'Panner']"
2264,"['Apple', 'Oil', 'Oats', 'Dal']"
2265,"['Tomato', 'Dal', 'Spices', 'Brown Bread', 'Apple']"
2266,"['Oil', 'Dal', 'Spices', 'Chocolate', 'Rice']"
2267,"['Milk', 'Oil', 'Onion']"
2268,"['Chips', 'Tomato', 'Rice']"
2269,"['Tomato', 'Oil', 'Dal', 'Cheese', 'Spices', 'Facewash', 'Cold Drink']"
2270,"['Salt', 'Potato', 'Waterbottle', 'Onion', 'Bread']"
2271,"['Milk', 'Butter', 'Onion']"
2272,"['Salt', 'Cold Drink', 'Milk', 'Wheat Flour', 'Onion', 'Bread']"
2273,"['Salt', 'Toothpaste', 'Potato', 'Milk', 'Juice', 'Onion']"
2274,"['Oil', 'Chips', 'Milk', 'Onion', 'Bread', 'Panner']"
2275,"['Shampoo', 'Salt', 'Potato', 'Chips', 'Milk', 'Soap', 'Bread']"
2276,"['Oil', 'Potato', 'Milk', 'Namkeen', 'Onion', 'Bread', 'Panner']"
2277,"['Salt', 'Oil', 'Poha', 'Potato', 'Nuts', 'Bread']"
2278,"['Salt', 'Oil', 'Potato', 'Milk', 'Onion', 'Bread']"
2279,"['Potato', 'Cheese', 'Milk', 'Curd', 'Bread']"
2280,"['Oil', 'Potato', 'Milk', 'Wheat Flour', 'Onion', 'Tea']"
2281,"['Tomatosauce', 'Salt', 'Oil', 'Oats', 'Potato', 'Bread', 'Apple']"
2282,"['Salt', 'Oil', 'Milk', 'Soap', 'Onion', 'Bread']"
2283,"['Toothpaste', 'Chips', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2284,"['Brown Bread', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2285,"['Banana', 'Tea', 'Facewash', 'Butter']"
2286,"['Tea', 'Biscuits', 'Brown Bread']"
2287,"['Biscuit', 'Tea', 'Milk', 'Butter']"
2288,"['Banana', 'Chips', 'Milk', 'Ghee', 'Butter', 'Tea', 'Bread']"
2289,"['Tomatosauce', 'Tea', 'Biscuits', 'Tomato']"
2290,"['Toothpaste', 'Milk', 'Wheat Flour', 'Butter', 'Tea', 'Bread', 'Rice']"
2291,"['Banana', 'Semolina', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Panner']"
2292,"['Potato', 'Waterbottle', 'Milk', 'Butter', 'Tea', 'Biscuits']"
2293,"['Biscuits', 'Carrot', 'Milk']"
2294,"['Namkeen', 'Bread', 'Milk', 'Panner']"
2295,"['Shampoo', 'Dal', 'Potato', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2296,"['Namkeen', 'Milk', 'Wheat Flour', 'Butter', 'Biscuits']"
2297,"['Cold Drink', 'Facewash', 'Milk', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2298,"['Coffee', 'Facewash', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Panner']"
2299,"['Shampoo', 'Chips', 'Milk', 'Brown Bread', 'Tea', 'Biscuits', 'Bread', 'Bread', 'Milk', 'Curd']"
2300,"['Tea', 'Facewash', 'Butter']"
2301,"['Poha', 'Juice', 'Tea', 'Biscuits', 'Bread']"
2302,"['Semolina', 'Coffee', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Semolina', 'Chocolate', 'Tea', 'Biscuits', 'Bread']"
2303,"['Biscuits', 'Bread', 'Poha', 'Waterbottle']"
2304,"['Milk', 'Soap', 'Wheat Flour', 'Tea', 'Biscuits', 'Bread']"
2305,"['Tomato', 'Facewash', 'Milk', 'Curd', 'Butter', 'Tea', 'Bread']"
2306,"['Banana', 'Tea', 'Biscuits', 'Poha']"
2307,"['Chips', 'Bread', 'Cold Drink', 'Butter']"
2308,"['Dal', 'Milk', 'Juice', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2309,"['Tea', 'Bread', 'Rusk', 'Curd']"
2310,"['Shampoo', 'Bread', 'Cold Drink', 'Onion']"
2311,"['Toothpaste', 'Chips', 'Namkeen', 'Bread', 'Popcorn', 'Tea', 'Biscuits', 'Cold Drink']"
2312,"['Chips', 'Tea', 'Onion']"
2313,"['Cold Drink', 'Oats', 'Chips', 'Biscuits', 'Bread', 'Rice']"
2314,"['Tomato', 'Chips', 'Tea', 'Bread', 'Rusk']"
2315,"['Toothpaste', 'Facewash', 'Bread', 'Biscuits', 'Cold Drink']"
2316,"['Chips', 'Toothpaste', 'Cold Drink', 'Facewash']"
2317,"['Cold Drink', 'Chips', 'Namkeen', 'Butter', 'Wheat Flour', 'Tea', 'Biscuits', 'Bread']"
2318,"['Banana', 'Tea', 'Biscuits', 'Poha']"
2319,"['Chips', 'Namkeen', 'Chocolate', 'Wheat Flour', 'Popcorn', 'Apple']"
2320,"['Chips', 'Nuts', 'Popcorn']"
2321,"['Semolina', 'Cold Drink', 'Potato', 'Namkeen', 'Chocolate', 'Popcorn']"
2322,"['Cold Drink', 'Semolina', 'Chips', 'Namkeen', 'Milk', 'Juice', 'Popcorn']"
2323,"['Oil', 'Oats', 'Chips', 'Namkeen', 'Cold Drink']"
2324,"['Chips', 'Chocolate', 'Panner']"
2325,"['Banana', 'Salt', 'Tomato', 'Cold Drink', 'Chips', 'Namkeen', 'Chocolate', 'Popcorn']"
2326,"['Oil', 'Waterbottle', 'Biscuit', 'Soap', 'Bread']"
2327,"['Spices', 'Biscuit', 'Soap', 'Dal']"
2328,"['Nuts', 'Oil', 'Soap', 'Butter']"
2329,"['Toothpaste', 'Sugar', 'Rice', 'Dal']"
2330,"['Toothpaste', 'Milk', 'Rice']"
2331,"['Shampoo', 'Tomato', 'Oil', 'Dal', 'Milk', 'Curd', 'Onion', 'Bread']"
2332,"['Toothpaste', 'Dal', 'Milk', 'Soap', 'Cookies']"
2333,"['Oil', 'Dal', 'Waterbottle', 'Soap', 'Onion', 'Rice']"
2334,"['Oil', 'Dal', 'Milk', 'Ghee', 'Soap', 'Bread', 'Rice']"
2335,"['Shampoo', 'Toothpaste', 'Dal', 'Milk', 'Soap', 'Bread']"
2336,"['Banana', 'Bread', 'Oil']"
2337,"['Toothpaste', 'Dal', 'Milk', 'Chocolate', 'Bread']"
2338,"['Oil', 'Chips', 'Spices', 'Milk', 'Soap', 'Bread', 'Apple']"
2339,"['Biscuits', 'Bread', 'Soap']"
2340,"['Semolina', 'Milk', 'Biscuit', 'Ghee', 'Butter', 'Tea', 'Bread']"
2341,"['Tomatosauce', 'Milk', 'Namkeen', 'Butter', 'Tea']"
2342,"['Oats', 'Brown Bread', 'Butter', 'Tea', 'Biscuits', 'Bread']"
2343,"['Namkeen', 'Biscuits', 'Spices', 'Milk']"
2344,"['Potato', 'Milk', 'Carrot', 'Butter', 'Tea']"
2345,"['Banana', 'Toothpaste', 'Butter', 'Tea', 'Biscuits']"
2346,"['Tea', 'Bread', 'Namkeen', 'Curd']"
2347,"['Tea', 'Bread', 'Spices', 'Oats']"
2348,"['Tomatosauce', 'Bread', 'Milk', 'Cookies']"
2349,"['Shampoo', 'Facewash', 'Milk']"
2350,"['Oil', 'Cheese', 'Carrot', 'Bread', 'Rice']"
2351,"['Shampoo', 'Oil', 'Butter']"
2352,"['Brown Bread', 'Milk', 'Soap']"
2353,"['Biscuit', 'Oil', 'Rice']"
2354,"['Shampoo', 'Oil', 'Coffee', 'Dal', 'Milk', 'Namkeen', 'Biscuit', 'Soap']"
2355,"['Semolina', 'Bread', 'Coffee', 'Rice']"
2356,"['Shampoo', 'Salt', 'Soap', 'Potato']"
2357,"['Shampoo', 'Spices', 'Milk', 'Soap', 'Bread', 'Rice']"
2358,"['Oil', 'Cold Drink', 'Milk', 'Namkeen', 'Soap', 'Tea', 'Bread', 'Rice']"
2359,"['Oil', 'Dal', 'Curd', 'Soap', 'Tea', 'Rice']"
2360,"['Shampoo', 'Apple', 'Oil', 'Coffee', 'Cookies', 'Milk', 'Rice']"
2361,"['Salt', 'Rusk', 'Ghee', 'Onion']"
2362,"['Salt', 'Potato', 'Popcorn', 'Onion', 'Bread', 'Panner']"
2363,"['Potato', 'Bread', 'Biscuit', 'Onion']"
2364,"['Salt', 'Oil', 'Potato', 'Curd', 'Rusk']"
2365,"['Oil', 'Potato', 'Ghee', 'Chocolate', 'Butter', 'Onion', 'Bread']"
2366,"['Salt', 'Oil', 'Potato', 'Milk', 'Namkeen', 'Biscuit']"
2367,"['Salt', 'Oil', 'Potato', 'Cheese', 'Spices', 'Milk', 'Bread', 'Panner']"
2368,"['Namkeen', 'Milk', 'Onion']"
2369,"['Salt', 'Tomato', 'Oil', 'Potato', 'Juice', 'Butter', 'Onion']"
2370,"['Potato', 'Waterbottle', 'Milk']"
2371,"['Salt', 'Namkeen', 'Milk', 'Onion', 'Bread', 'Cookies']"
2372,"['Tea', 'Bread', 'Oil', 'Butter']"
2373,"['Milk', 'Cookies', 'Onion']"
2374,"['Salt', 'Toothpaste', 'Nuts', 'Milk', 'Bread']"
2375,"['Salt', 'Milk', 'Tea', 'Bread', 'Apple']"
2376,"['Biscuit', 'Milk', 'Oil']"
2377,"['Shampoo', 'Oil', 'Potato', 'Waterbottle', 'Chocolate', 'Bread', 'Rice']"
2378,"['Cheese', 'Facewash', 'Bread', 'Milk']"
2379,"['Oil', 'Oats', 'Dal', 'Cheese', 'Juice', 'Soap', 'Bread', 'Rice']"
2380,"['Banana', 'Tomato', 'Oil', 'Semolina', 'Milk', 'Bread', 'Rice']"
2381,"['Bread', 'Rice', 'Waterbottle']"
2382,"['Shampoo', 'Dal', 'Cheese', 'Milk', 'Chocolate', 'Soap', 'Brown Bread']"
2383,"['Tomato', 'Nuts', 'Milk', 'Soap', 'Popcorn', 'Bread', 'Rice']"
2384,"['Shampoo', 'Salt', 'Semolina', 'Dal', 'Soap']"
2385,"['Oil', 'Dal', 'Nuts', 'Milk', 'Soap', 'Popcorn', 'Tea', 'Bread']"
2386,"['Oil', 'Coffee', 'Dal', 'Facewash', 'Milk']"
2387,"['Oil', 'Oats', 'Dal', 'Potato', 'Waterbottle', 'Milk', 'Soap', 'Bread']"
2388,"['Sugar', 'Bread', 'Rice']"
2389,"['Milk', 'Curd', 'Soap', 'Rusk', 'Rice']"
2390,"['Shampoo', 'Tomato', 'Oil', 'Cookies', 'Soap', 'Chocolate', 'Bread', 'Rice']"
2391,"['Shampoo', 'Dal', 'Spices', 'Soap', 'Panner']"
2392,"['Sugar', 'Milk', 'Oil', 'Dal']"
2393,"['Biscuit', 'Ghee', 'Onion']"
2394,"['Oil', 'Dal', 'Spices', 'Nuts', 'Juice', 'Onion', 'Tea']"
2395,"['Tomato', 'Oil', 'Dal', 'Spices', 'Nuts', 'Curd', 'Ghee', 'Popcorn']"
2396,"['Toothpaste', 'Tomato', 'Dal', 'Spices', 'Ghee', 'Soap', 'Onion', 'Rice']"
2397,"['Dal', 'Spices', 'Carrot', 'Ghee', 'Onion', 'Rice']"
2398,"['Banana', 'Salt', 'Oil', 'Dal', 'Potato', 'Ghee', 'Onion', 'Rice']"
2399,"['Oil', 'Dal', 'Sugar', 'Ghee', 'Brown Bread', 'Butter', 'Rice']"
2400,"['Potato', 'Tomato', 'Ghee', 'Shampoo']"
2401,"['Tomato', 'Oats', 'Chips', 'Spices', 'Onion', 'Rice']"
2402,"['Banana', 'Toothpaste', 'Tomato', 'Spices', 'Ghee', 'Onion']"
2403,"['Tomato', 'Dal', 'Spices', 'Sugar', 'Ghee', 'Juice', 'Wheat Flour']"
2404,"['Tomato', 'Dal', 'Chips', 'Ghee', 'Chocolate', 'Onion']"
2405,"['Oil', 'Coffee', 'Dal', 'Chips', 'Onion']"
2406,"['Chips', 'Cold Drink', 'Banana']"
2407,"['Salt', 'Cold Drink', 'Chips', 'Sugar', 'Bread']"
2408,"['Cold Drink', 'Chips', 'Curd', 'Chocolate', 'Brown Bread', 'Tea', 'Biscuits', 'Bread']"
2409,"['Chips', 'Biscuit', 'Brown Bread', 'Tea', 'Biscuits', 'Bread']"
2410,"['Toothpaste', 'Chips', 'Tea', 'Biscuits', 'Cold Drink', 'Rusk']"
2411,"['Poha', 'Chips', 'Milk', 'Bread', 'Juice', 'Tea', 'Biscuits', 'Cold Drink']"
2412,"['Shampoo', 'Apple', 'Cold Drink', 'Bread']"
2413,"['Chips', 'Tea', 'Poha', 'Tomatosauce']"
2414,"['Chips', 'Curd', 'Tea', 'Biscuits', 'Cold Drink', 'Rusk']"
2415,"['Biscuits', 'Bread', 'Popcorn', 'Carrot']"
2416,"['Banana', 'Chips', 'Waterbottle', 'Biscuits', 'Bread']"
2417,"['Potato', 'Cheese', 'Bread', 'Tea', 'Cold Drink']"
2418,"['Chips', 'Milk', 'Onion', 'Tea', 'Biscuits', 'Cold Drink']"
2419,"['Cold Drink', 'Chips', 'Tea', 'Bread', 'Cookies']"
2420,"['Popcorn', 'Cold Drink', 'Juice', 'Waterbottle']"
2421,"['Cold Drink', 'Semolina', 'Chips', 'Nuts', 'Chocolate', 'Tea', 'Popcorn']"
2422,"['Chips', 'Waterbottle', 'Chocolate', 'Shampoo']"
2423,"['Namkeen', 'Chocolate', 'Brown Bread', 'Popcorn', 'Cold Drink', 'Cold Drink', 'Chips', 'Cheese', 'Namkeen', 'Chocolate', 'Butter', 'Popcorn', 'Rusk']"
2424,"['Facewash', 'Popcorn', 'Chocolate']"
2425,"['Cold Drink', 'Chips', 'Sugar', 'Namkeen', 'Bread', 'Popcorn', 'Panner']"
2426,"['Bread', 'Popcorn', 'Namkeen', 'Soap']"
2427,"['Oil', 'Namkeen', 'Carrot', 'Biscuit', 'Chocolate', 'Popcorn', 'Cold Drink']"
2428,"['Cold Drink', 'Chips', 'Namkeen', 'Curd', 'Biscuit', 'Chocolate', 'Popcorn', 'Apple']"
2429,"['Popcorn', 'Chocolate', 'Curd']"
2430,"['Oil', 'Potato', 'Butter', 'Onion', 'Panner', 'Toothpaste', 'Oil', 'Potato', 'Onion', 'Cookies']"
2431,"['Potato', 'Salt', 'Bread', 'Apple']"
2432,"['Potato', 'Rusk', 'Onion']"
2433,"['Potato', 'Bread', 'Rusk']"
2434,"['Tomato', 'Potato', 'Spices', 'Milk', 'Onion', 'Bread']"
2435,"['Shampoo', 'Salt', 'Oil', 'Potato', 'Chips', 'Milk', 'Onion', 'Bread']"
2436,"['Salt', 'Tomato', 'Potato', 'Juice', 'Onion', 'Bread']"
2437,"['Shampoo', 'Spices', 'Oil', 'Onion']"
2438,"['Tomatosauce', 'Toothpaste', 'Tomato', 'Oil', 'Spices', 'Rice']"
2439,"['Dal', 'Milk', 'Onion', 'Ghee', 'Rice', 'Tea', 'Cookies']"
2440,"['Toothpaste', 'Tomato', 'Oil', 'Dal', 'Sugar', 'Carrot', 'Onion', 'Rice']"
2441,"['Tomato', 'Oil', 'Dal', 'Ghee', 'Onion', 'Rice']"
2442,"['Banana', 'Tomato', 'Oil', 'Dal', 'Spices', 'Ghee', 'Butter']"
2443,"['Oil', 'Namkeen', 'Ghee', 'Rice', 'Apple']"
2444,"['Tomato', 'Coffee', 'Dal', 'Spices', 'Ghee', 'Butter', 'Rice']"
2445,"['Banana', 'Oats', 'Milk', 'Carrot', 'Popcorn', 'Apple']"
2446,"['Shampoo', 'Spices', 'Nuts', 'Milk']"
2447,"['Apple', 'Namkeen', 'Oats']"
2448,"['Tomatosauce', 'Tomato', 'Oats', 'Nuts', 'Milk', 'Curd', 'Bread']"
2449,"['Banana', 'Nuts', 'Cold Drink', 'Rusk', 'Apple']"
2450,"['Oil', 'Oats', 'Cheese', 'Nuts', 'Apple']"
2451,"['Banana', 'Oats', 'Dal', 'Milk', 'Curd', 'Tea', 'Apple', 'Panner']"
2452,"['Banana', 'Toothpaste', 'Apple', 'Cookies']"
2453,"['Oats', 'Potato', 'Milk', 'Curd', 'Rice', 'Apple']"
2454,"['Shampoo', 'Dal', 'Nuts', 'Facewash', 'Milk', 'Curd', 'Apple']"
2455,"['Milk', 'Apple', 'Curd', 'Butter']"
2456,"['Oats', 'Nuts', 'Milk', 'Curd', 'Rusk', 'Apple']"
2457,"['Banana', 'Oil', 'Oats', 'Curd', 'Popcorn', 'Apple']"
2458,"['Tomatosauce', 'Oil', 'Potato', 'Nuts', 'Milk', 'Onion', 'Bread', 'Panner']"
2459,"['Spices', 'Tomato', 'Milk', 'Onion']"
2460,"['Salt', 'Oil', 'Potato', 'Nuts', 'Milk', 'Chocolate']"
2461,"['Salt', 'Toothpaste', 'Bread', 'Butter']"
2462,"['Salt', 'Oil', 'Potato', 'Milk', 'Juice', 'Bread']"
2463,"['Salt', 'Tomato', 'Oil', 'Potato', 'Chips', 'Milk', 'Onion', 'Bread']"
2464,"['Salt', 'Cold Drink', 'Potato', 'Onion', 'Bread', 'Rusk']"
2465,"['Salt', 'Oil', 'Potato', 'Juice', 'Bread', 'Rusk']"
2466,"['Salt', 'Dal', 'Oil', 'Wheat Flour']"
2467,"['Banana', 'Potato', 'Spices', 'Onion', 'Bread']"
2468,"['Salt', 'Oil', 'Chips', 'Milk', 'Biscuit', 'Bread', 'Panner']"
2469,"['Salt', 'Potato', 'Chips', 'Milk', 'Onion', 'Bread']"
2470,"['Shampoo', 'Salt', 'Oil', 'Milk', 'Biscuit', 'Butter', 'Onion']"
2471,"['Shampoo', 'Dal', 'Bread', 'Soap', 'Onion', 'Popcorn']"
2472,"['Shampoo', 'Oil', 'Dal', 'Bread', 'Rusk']"
2473,"['Oil', 'Dal', 'Chips', 'Bread', 'Rice', 'Panner']"
2474,"['Shampoo', 'Bread', 'Ghee', 'Butter']"
2475,"['Shampoo', 'Poha', 'Milk', 'Oil']"
2476,"['Shampoo', 'Tomatosauce', 'Dal', 'Cheese', 'Soap', 'Chocolate', 'Bread', 'Rice']"
2477,"['Shampoo', 'Oil', 'Cold Drink', 'Dal', 'Spices', 'Milk', 'Bread', 'Panner']"
2478,"['Milk', 'Ghee', 'Soap', 'Bread', 'Panner']"
2479,"['Bread', 'Rice', 'Dal']"
2480,"['Shampoo', 'Salt', 'Oil', 'Spices', 'Milk']"
2481,"['Salt', 'Semolina', 'Potato', 'Facewash', 'Milk', 'Butter', 'Onion', 'Bread']"
2482,"['Salt', 'Oil', 'Potato', 'Milk', 'Soap', 'Chocolate', 'Onion', 'Bread']"
2483,"['Potato', 'Popcorn', 'Oil', 'Waterbottle']"
2484,"['Salt', 'Oil', 'Potato', 'Milk', 'Carrot', 'Ghee', 'Soap']"
2485,"['Chips', 'Milk', 'Oil']"
2486,"['Potato', 'Ghee', 'Oil', 'Onion']"
2487,"['Oil', 'Oats', 'Milk', 'Curd', 'Bread']"
2488,"['Shampoo', 'Toothpaste', 'Potato', 'Milk', 'Onion', 'Bread']"
2489,"['Tomatosauce', 'Oil', 'Coffee', 'Potato', 'Onion', 'Bread']"
2490,"['Salt', 'Nuts', 'Onion']"
2491,"['Chips', 'Namkeen', 'Cookies', 'Onion']"
2492,"['Banana', 'Namkeen', 'Chocolate', 'Panner']"
2493,"['Oats', 'Chips', 'Waterbottle', 'Namkeen', 'Biscuit', 'Chocolate', 'Popcorn', 'Cold Drink']"
2494,"['Cheese', 'Spices', 'Cold Drink', 'Popcorn']"
2495,"['Cold Drink', 'Coffee', 'Chips', 'Namkeen', 'Chocolate', 'Butter', 'Popcorn', 'Apple']"
2496,"['Chips', 'Chocolate', 'Potato', 'Onion']"
2497,"['Tomato', 'Chips', 'Namkeen', 'Chocolate', 'Onion', 'Popcorn', 'Rusk']"
2498,"['Shampoo', 'Cold Drink', 'Oil', 'Chips', 'Namkeen', 'Soap', 'Popcorn']"
2499,"['Shampoo', 'Oil', 'Dal', 'Spices', 'Popcorn', 'Onion', 'Cold Drink']"
2500,"['Tomato', 'Oil', 'Panner', 'Juice']"
2501,"['Oil', 'Dal', 'Cheese', 'Spices', 'Facewash', 'Tea', 'Rice']"
2502,"['Tomato', 'Oil', 'Dal', 'Namkeen', 'Ghee', 'Rusk', 'Rice']"
2503,"['Salt', 'Oil', 'Potato', 'Spices', 'Nuts']"
