antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,SemanticSimilarity
"frozenset({'Chips', 'Cold Drink', 'Popcorn'})",frozenset({'Chocolate'}),0.0444,0.1248,0.0276,0.6216216216216216,4.980942480942481,1.0,0.02205888,2.313028571428571,0.836369592516425,0.19491525423728812,0.5676663866791837,0.4213877338877339,0.366
"frozenset({'Chips', 'Chocolate', 'Cold Drink'})",frozenset({'Popcorn'}),0.0398,0.1266,0.0276,0.6934673366834171,5.477625092286075,1.0,0.02256132,2.849288524590164,0.8513217355080012,0.19884726224783864,0.6490351919892572,0.45573840767820145,0.399
"frozenset({'Cold Drink', 'Chocolate', 'Popcorn'})",frozenset({'Chips'}),0.0356,0.2168,0.0276,0.7752808988764045,3.5760189062564782,1.0,0.01988192,3.48524,0.7469508713084354,0.12277580071174377,0.7130757135807003,0.4512935859695676,0.216
"frozenset({'Chips', 'Popcorn'})","frozenset({'Chocolate', 'Cold Drink'})",0.0626,0.057,0.0276,0.4408945686900958,7.734992433159575,1.0,0.0240318,1.686622857142857,0.9288642962495709,0.29999999999999993,0.4070992244857856,0.4625525475029426,0.366
"frozenset({'Chips', 'Chocolate'})","frozenset({'Cold Drink', 'Popcorn'})",0.0596,0.0596,0.0276,0.46308724832214765,7.769920273861538,1.0,0.02404784,1.751495,0.9265190883928517,0.30131004366812225,0.4290591751617904,0.46308724832214765,0.216
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Chocolate', 'Popcorn'})",0.1244,0.0538,0.0276,0.22186495176848875,4.123883861867821,1.0,0.02090728,1.2159842975206612,0.8651326461027138,0.1832669322709163,0.17762095938331085,0.3674380520924228,0.366
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Cold Drink'})",0.0538,0.1244,0.0276,0.5130111524163569,4.123883861867821,1.0,0.02090728,1.797987786259542,0.8005814256262272,0.1832669322709163,0.4438226957701654,0.3674380520924228,0.366
"frozenset({'Cold Drink', 'Popcorn'})","frozenset({'Chips', 'Chocolate'})",0.0596,0.0596,0.0276,0.46308724832214765,7.769920273861538,1.0,0.02404784,1.751495,0.9265190883928517,0.30131004366812225,0.4290591751617904,0.46308724832214765,0.216
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Chips', 'Popcorn'})",0.057,0.0626,0.0276,0.4842105263157894,7.734992433159575,1.0,0.0240318,1.817408163265306,0.923348241043847,0.29999999999999993,0.44976586976295013,0.4625525475029426,0.366
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Chocolate', 'Popcorn'})",0.2168,0.0356,0.0276,0.12730627306273062,3.5760189062564782,1.0,0.01988192,1.1050841437632135,0.9197643262127874,0.12277580071174377,0.09509153158723624,0.4512935859695676,0.216
frozenset({'Popcorn'}),"frozenset({'Chips', 'Chocolate', 'Cold Drink'})",0.1266,0.0398,0.0276,0.21800947867298578,5.4776250922860745,1.0,0.02256132,1.2278921212121212,0.9359275594627692,0.19884726224783864,0.18559620774108082,0.45573840767820145,0.399
frozenset({'Chocolate'}),"frozenset({'Chips', 'Cold Drink', 'Popcorn'})",0.1248,0.0444,0.0276,0.22115384615384617,4.980942480942481,1.0,0.02205888,1.2269432098765432,0.9132024481360782,0.19491525423728812,0.18496635219113247,0.4213877338877339,0.366
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Chocolate', 'Popcorn'})",0.2072,0.038,0.0276,0.13320463320463322,3.505385084332453,1.0,0.019726399999999998,1.1098351893095768,0.9015194723526229,0.12683823529411764,0.09896531518153141,0.42976021133915876,0.216
"frozenset({'Chips', 'Namkeen', 'Chocolate', 'Popcorn'})",frozenset({'Cold Drink'}),0.0292,0.2072,0.021,0.7191780821917808,3.4709366901147725,1.0,0.014949760000000001,2.823141463414634,0.7333058645790413,0.09749303621169916,0.6457846647222261,0.41026471677156606,0.216
"frozenset({'Chips', 'Namkeen', 'Chocolate', 'Cold Drink'})",frozenset({'Popcorn'}),0.0284,0.1266,0.021,0.7394366197183099,5.840731593351579,1.0,0.01740456,3.3519675675675678,0.8530141739692995,0.15671641791044777,0.7016677578638768,0.4526566984847474,0.399
"frozenset({'Chips', 'Namkeen', 'Cold Drink', 'Popcorn'})",frozenset({'Chocolate'}),0.031,0.1248,0.021,0.6774193548387097,5.428039702233251,1.0,0.017131200000000003,2.7131200000000004,0.8418693793306798,0.15578635014836795,0.6314206522380139,0.4228442928039703,0.366
"frozenset({'Chips', 'Cold Drink', 'Chocolate', 'Popcorn'})",frozenset({'Namkeen'}),0.0276,0.129,0.021,0.7608695652173914,5.898213683855746,1.0,0.0174396,3.642363636363637,0.8540283246165599,0.15486725663716813,0.7254530025457995,0.461830131445905,0.206
"frozenset({'Namkeen', 'Cold Drink', 'Chocolate', 'Popcorn'})",frozenset({'Chips'}),0.0268,0.2168,0.021,0.7835820895522388,3.614308531145013,1.0,0.01518976,3.6189241379310353,0.743240757050868,0.09433962264150944,0.72367478237007,0.4402227790934626,0.206
"frozenset({'Chips', 'Namkeen', 'Chocolate'})","frozenset({'Cold Drink', 'Popcorn'})",0.039,0.0596,0.021,0.5384615384615385,9.034589571502325,1.0,0.0186756,2.0375333333333336,0.9254050839898914,0.27061855670103097,0.5092104832640776,0.44540526587506457,0.216
"frozenset({'Chips', 'Namkeen', 'Popcorn'})","frozenset({'Chocolate', 'Cold Drink'})",0.0422,0.057,0.021,0.49763033175355453,8.73035669743078,1.0,0.018594600000000003,1.8771037735849057,0.9244697670256243,0.26854219948849106,0.46726440270790515,0.43302569219256676,0.366
"frozenset({'Chips', 'Namkeen', 'Cold Drink'})","frozenset({'Chocolate', 'Popcorn'})",0.046,0.0538,0.021,0.4565217391304348,8.485534184580573,1.0,0.018525200000000002,1.7410080000000001,0.9246880303484079,0.26649746192893403,0.4256201005394576,0.4234281558105706,0.366
"frozenset({'Chips', 'Chocolate', 'Popcorn'})","frozenset({'Namkeen', 'Cold Drink'})",0.038,0.062,0.021,0.5526315789473685,8.913412563667233,1.0,0.018644,2.0967058823529414,0.9228789228789228,0.2658227848101266,0.523061384805297,0.4456706281833617,0.206
"frozenset({'Chips', 'Chocolate', 'Cold Drink'})","frozenset({'Namkeen', 'Popcorn'})",0.0398,0.0582,0.021,0.5276381909547738,9.065948298191989,1.0,0.01868364,1.993810638297872,0.9265748207218735,0.27272727272727276,0.4984478561847248,0.44423146661140755,0.206
"frozenset({'Chips', 'Cold Drink', 'Popcorn'})","frozenset({'Namkeen', 'Chocolate'})",0.0444,0.0546,0.021,0.47297297297297297,8.662508662508662,1.0,0.01857576,1.7938358974358977,0.9256592716617831,0.2692307692307693,0.4425354061486915,0.4287941787941788,0.206
"frozenset({'Namkeen', 'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Cold Drink'})",0.038,0.1244,0.021,0.5526315789473685,4.442376036554409,1.0,0.0162728,1.957223529411765,0.8055044055044055,0.14851485148514854,0.48907215503354096,0.360720934168218,0.206
"frozenset({'Namkeen', 'Chocolate', 'Cold Drink'})","frozenset({'Chips', 'Popcorn'})",0.0362,0.0626,0.021,0.580110497237569,9.266940850440399,1.0,0.01873388,2.232492105263158,0.9255961027282877,0.26992287917737795,0.55207008452909,0.45778687801175577,0.206
"frozenset({'Namkeen', 'Cold Drink', 'Popcorn'})","frozenset({'Chips', 'Chocolate'})",0.039,0.0596,0.021,0.5384615384615385,9.034589571502325,1.0,0.0186756,2.0375333333333336,0.9254050839898914,0.27061855670103097,0.5092104832640776,0.44540526587506457,0.206
"frozenset({'Cold Drink', 'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Namkeen'})",0.0356,0.0644,0.021,0.5898876404494382,9.159745969711773,1.0,0.018707360000000003,2.2813260273972604,0.9237107700815707,0.2658227848101266,0.5616584442597672,0.45798729848558867,0.216
"frozenset({'Chips', 'Namkeen'})","frozenset({'Cold Drink', 'Chocolate', 'Popcorn'})",0.0644,0.0356,0.021,0.32608695652173914,9.159745969711773,1.0,0.018707360000000003,1.4310451612903226,0.9521447912213198,0.2658227848101266,0.30121003372225125,0.45798729848558867,0.216
"frozenset({'Chips', 'Chocolate'})","frozenset({'Namkeen', 'Cold Drink', 'Popcorn'})",0.0596,0.039,0.021,0.35234899328859065,9.034589571502325,1.0,0.0186756,1.483823834196891,0.9456766117761438,0.27061855670103097,0.32606554972798196,0.44540526587506457,0.206
"frozenset({'Chips', 'Popcorn'})","frozenset({'Namkeen', 'Chocolate', 'Cold Drink'})",0.0626,0.0362,0.021,0.3354632587859425,9.2669408504404,1.0,0.01873388,1.450333653846154,0.9516636695215743,0.26992287917737795,0.31050348494079943,0.45778687801175577,0.206
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Namkeen', 'Chocolate', 'Popcorn'})",0.1244,0.038,0.021,0.16881028938906753,4.442376036554409,1.0,0.0162728,1.1573771760154739,0.8849877091083121,0.14851485148514854,0.1359774317973675,0.360720934168218,0.206
"frozenset({'Namkeen', 'Chocolate'})","frozenset({'Chips', 'Cold Drink', 'Popcorn'})",0.0546,0.0444,0.021,0.38461538461538464,8.662508662508662,1.0,0.01857576,1.5528499999999998,0.9356462872858049,0.2692307692307693,0.35602279679299353,0.4287941787941788,0.206
"frozenset({'Namkeen', 'Popcorn'})","frozenset({'Chips', 'Chocolate', 'Cold Drink'})",0.0582,0.0398,0.021,0.36082474226804123,9.06594829819199,1.0,0.01868364,1.5022483870967742,0.94467736553105,0.27272727272727276,0.3343311208790265,0.44423146661140755,0.206
"frozenset({'Namkeen', 'Cold Drink'})","frozenset({'Chips', 'Chocolate', 'Popcorn'})",0.062,0.038,0.021,0.33870967741935487,8.913412563667233,1.0,0.018644,1.4547317073170731,0.94649202964768,0.2658227848101266,0.3125880222654417,0.4456706281833617,0.206
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Namkeen', 'Cold Drink'})",0.0538,0.046,0.021,0.39033457249070636,8.485534184580573,1.0,0.018525200000000002,1.5647926829268293,0.9323106964197643,0.26649746192893403,0.36093770701331906,0.4234281558105706,0.366
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Chips', 'Namkeen', 'Popcorn'})",0.057,0.0422,0.021,0.368421052631579,8.730356697430782,1.0,0.018594600000000003,1.5165166666666667,0.938978942584457,0.26854219948849106,0.340594124693651,0.43302569219256676,0.366
"frozenset({'Cold Drink', 'Popcorn'})","frozenset({'Chips', 'Namkeen', 'Chocolate'})",0.0596,0.039,0.021,0.35234899328859065,9.034589571502325,1.0,0.0186756,1.483823834196891,0.9456766117761438,0.27061855670103097,0.32606554972798196,0.44540526587506457,0.216
frozenset({'Chips'}),"frozenset({'Namkeen', 'Cold Drink', 'Chocolate', 'Popcorn'})",0.2168,0.0268,0.021,0.09686346863468635,3.614308531145013,1.0,0.01518976,1.0775779366700715,0.9235468651198987,0.09433962264150944,0.07199287775861729,0.4402227790934626,0.206
frozenset({'Namkeen'}),"frozenset({'Chips', 'Cold Drink', 'Chocolate', 'Popcorn'})",0.129,0.0276,0.021,0.16279069767441862,5.898213683855747,1.0,0.0174396,1.1614777777777778,0.953452517631622,0.15486725663716813,0.13902786679804463,0.461830131445905,0.206
frozenset({'Chocolate'}),"frozenset({'Chips', 'Namkeen', 'Cold Drink', 'Popcorn'})",0.1248,0.031,0.021,0.16826923076923078,5.428039702233251,1.0,0.017131200000000003,1.1650404624277457,0.9320971533037347,0.15578635014836795,0.14166071286814322,0.4228442928039703,0.366
frozenset({'Popcorn'}),"frozenset({'Chips', 'Namkeen', 'Chocolate', 'Cold Drink'})",0.1266,0.0284,0.021,0.16587677725118485,5.840731593351579,1.0,0.01740456,1.1648159090909092,0.9489221106349569,0.15671641791044777,0.14149524212760894,0.4526566984847474,0.399
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Namkeen', 'Chocolate', 'Popcorn'})",0.2072,0.0292,0.021,0.10135135135135136,3.4709366901147725,1.0,0.014949760000000001,1.0802887218045112,0.897948200470905,0.09749303621169916,0.0743215403289569,0.41026471677156606,0.216
"frozenset({'Chips', 'Namkeen', 'Chocolate'})",frozenset({'Popcorn'}),0.039,0.1266,0.0292,0.7487179487179487,5.914043828735772,1.0,0.024262600000000002,3.4757755102040817,0.8646315909512068,0.21407624633431085,0.7122944226218786,0.4896828290193219,0.399
"frozenset({'Chips', 'Namkeen', 'Popcorn'})",frozenset({'Chocolate'}),0.0422,0.1248,0.0292,0.6919431279620852,5.544416089439785,1.0,0.02393344,2.8410338461538456,0.8557510504952845,0.21190130624092893,0.6480154569950699,0.4629587434682221,0.366
"frozenset({'Chips', 'Chocolate', 'Popcorn'})",frozenset({'Namkeen'}),0.038,0.129,0.0292,0.768421052631579,5.956752345981233,1.0,0.024298,3.7611363636363646,0.8649930225272692,0.21190130624092887,0.7341229077285637,0.4973888208894329,0.206
"frozenset({'Namkeen', 'Chocolate', 'Popcorn'})",frozenset({'Chips'}),0.038,0.2168,0.0292,0.768421052631579,3.5443775490386487,1.0,0.0209616,3.382000000000001,0.746219348959075,0.1294326241134752,0.7043169722057955,0.4515536997475238,0.206
"frozenset({'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Popcorn'})",0.0644,0.0538,0.0292,0.453416149068323,8.427809462236487,1.0,0.02573528,1.7311159090909094,0.9420106941849637,0.32808988764044944,0.42233792968539735,0.4980835392181764,0.366
"frozenset({'Chips', 'Chocolate'})","frozenset({'Namkeen', 'Popcorn'})",0.0596,0.0582,0.0292,0.4899328859060403,8.418090823127839,1.0,0.02573128,1.8464236842105266,0.9370568047406233,0.3295711060948081,0.4584124929985563,0.4958255494822298,0.206
"frozenset({'Chips', 'Popcorn'})","frozenset({'Namkeen', 'Chocolate'})",0.0626,0.0546,0.0292,0.46645367412140576,8.543107584641131,1.0,0.02578204,1.7719173652694613,0.9419101507813801,0.33181818181818185,0.43563959606664454,0.5006261044599702,0.206
"frozenset({'Namkeen', 'Chocolate'})","frozenset({'Chips', 'Popcorn'})",0.0546,0.0626,0.0292,0.5347985347985348,8.543107584641131,1.0,0.02578204,2.0150409448818896,0.9339396819784913,0.33181818181818185,0.5037321685497491,0.5006261044599702,0.206
"frozenset({'Namkeen', 'Popcorn'})","frozenset({'Chips', 'Chocolate'})",0.0582,0.0596,0.0292,0.5017182130584192,8.418090823127839,1.0,0.02573128,1.8872855172413794,0.9356638555723955,0.3295711060948081,0.4701384656086976,0.4958255494822298,0.206
"frozenset({'Chocolate', 'Popcorn'})","frozenset({'Chips', 'Namkeen'})",0.0538,0.0644,0.0292,0.5427509293680297,8.427809462236487,1.0,0.02573528,2.046149593495935,0.9314576257445064,0.32808988764044944,0.5112771797435118,0.4980835392181764,0.366
frozenset({'Chips'}),"frozenset({'Namkeen', 'Chocolate', 'Popcorn'})",0.2168,0.038,0.0292,0.13468634686346864,3.5443775490386487,1.0,0.0209616,1.1117356076759062,0.9165768816376789,0.1294326241134752,0.10050555807013373,0.4515536997475238,0.206
frozenset({'Namkeen'}),"frozenset({'Chips', 'Chocolate', 'Popcorn'})",0.129,0.038,0.0292,0.22635658914728682,5.956752345981232,1.0,0.024298,1.2434669338677355,0.955365427865939,0.21190130624092887,0.19579687021547487,0.4973888208894329,0.206
frozenset({'Chocolate'}),"frozenset({'Chips', 'Namkeen', 'Popcorn'})",0.1248,0.0422,0.0292,0.23397435897435898,5.544416089439786,1.0,0.02393344,1.2503497907949792,0.9365154892189026,0.21190130624092893,0.2002238034812685,0.4629587434682221,0.366
frozenset({'Popcorn'}),"frozenset({'Chips', 'Namkeen', 'Chocolate'})",0.1266,0.039,0.0292,0.23064770932069512,5.914043828735772,1.0,0.024262600000000002,1.2491026694045175,0.951352139803194,0.21407624633431085,0.19942529585920407,0.4896828290193219,0.399
"frozenset({'Namkeen', 'Chocolate'})",frozenset({'Cold Drink'}),0.0546,0.2072,0.0362,0.663003663003663,3.199824628396057,1.0,0.02488688,2.352547826086956,0.7271872994797723,0.16046099290780144,0.5749289392074458,0.41885704385704386,0.234
"frozenset({'Namkeen', 'Cold Drink'})",frozenset({'Chocolate'}),0.062,0.1248,0.0362,0.5838709677419356,4.678453267162945,1.0,0.028462400000000002,2.1031937984496127,0.8382240337381758,0.24037184594953523,0.5245326413870379,0.4369675351530191,0.218
"frozenset({'Chocolate', 'Cold Drink'})",frozenset({'Namkeen'}),0.057,0.129,0.0362,0.6350877192982456,4.923160614715082,1.0,0.028847000000000005,2.386875,0.8450460795744158,0.24165554072096132,0.5810421576328881,0.45785393716850264,0.218
frozenset({'Namkeen'}),"frozenset({'Chocolate', 'Cold Drink'})",0.129,0.057,0.0362,0.2806201550387597,4.923160614715083,1.0,0.028847000000000005,1.3108512931034482,0.914900634946813,0.24165554072096132,0.23713696186506864,0.45785393716850264,0.218
frozenset({'Chocolate'}),"frozenset({'Namkeen', 'Cold Drink'})",0.1248,0.062,0.0362,0.2900641025641026,4.678453267162945,1.0,0.028462400000000002,1.3212460496613996,0.8983708222650925,0.24037184594953523,0.24313870209392602,0.4369675351530191,0.218
frozenset({'Cold Drink'}),"frozenset({'Namkeen', 'Chocolate'})",0.2072,0.0546,0.0362,0.17471042471042472,3.199824628396057,1.0,0.02488688,1.1455373099415205,0.8671580132797386,0.16046099290780144,0.12704720193613783,0.41885704385704386,0.234
"frozenset({'Chips', 'Namkeen'})",frozenset({'Chocolate'}),0.0644,0.1248,0.039,0.6055900621118012,4.85248447204969,1.0,0.030962879999999998,2.219011023622047,0.8485677640017102,0.25965379494007995,0.5493487912611988,0.4590450310559006,0.366
"frozenset({'Chips', 'Chocolate'})",frozenset({'Namkeen'}),0.0596,0.129,0.039,0.6543624161073825,5.072576869049477,1.0,0.0313116,2.519980582524272,0.8537447240126951,0.26069518716577544,0.6031715454734587,0.4783439987513657,0.206
"frozenset({'Namkeen', 'Chocolate'})",frozenset({'Chips'}),0.0546,0.2168,0.039,0.7142857142857143,3.2946758039008963,1.0,0.02716272,2.7412,0.7367040406177279,0.16781411359724616,0.6351962644097475,0.4470875065893516,0.206
frozenset({'Chips'}),"frozenset({'Namkeen', 'Chocolate'})",0.2168,0.0546,0.039,0.17988929889298894,3.2946758039008963,1.0,0.02716272,1.15277120359955,0.8892747701736466,0.16781411359724616,0.13252517335835512,0.4470875065893516,0.206
frozenset({'Namkeen'}),"frozenset({'Chips', 'Chocolate'})",0.129,0.0596,0.039,0.3023255813953488,5.072576869049477,1.0,0.0313116,1.3479066666666666,0.9217698489799524,0.26069518716577544,0.25810887005034966,0.4783439987513657,0.206
frozenset({'Chocolate'}),"frozenset({'Chips', 'Namkeen'})",0.1248,0.0644,0.039,0.3125,4.85248447204969,1.0,0.030962879999999998,1.3608727272727272,0.9071297989031079,0.25965379494007995,0.2651774262505344,0.4590450310559006,0.366
"frozenset({'Chips', 'Namkeen', 'Chocolate'})",frozenset({'Cold Drink'}),0.039,0.2072,0.0284,0.7282051282051283,3.514503514503515,1.0,0.020319200000000003,2.9169056603773593,0.7445003004499422,0.13039485766758496,0.6571709487955705,0.4326353826353827,0.216
"frozenset({'Chips', 'Namkeen', 'Cold Drink'})",frozenset({'Chocolate'}),0.046,0.1248,0.0284,0.6173913043478262,4.947045707915274,1.0,0.0226592,2.287454545454546,0.8363303510792217,0.19943820224719103,0.5628328431762182,0.42247770345596436,0.366
"frozenset({'Chips', 'Chocolate', 'Cold Drink'})",frozenset({'Namkeen'}),0.0398,0.129,0.0284,0.7135678391959799,5.531533637178138,1.0,0.023265800000000003,3.040859649122807,0.8531746613821651,0.2022792022792023,0.671145624794466,0.4668614389778349,0.206
"frozenset({'Namkeen', 'Chocolate', 'Cold Drink'})",frozenset({'Chips'}),0.0362,0.2168,0.0284,0.7845303867403315,3.6186825956657356,1.0,0.020551840000000002,3.634851282051282,0.7508366238100944,0.12644701691896706,0.7248855806184008,0.45776334835171556,0.206
"frozenset({'Chips', 'Namkeen'})","frozenset({'Chocolate', 'Cold Drink'})",0.0644,0.057,0.0284,0.44099378881987583,7.736733137190804,1.0,0.0247292,1.6869222222222222,0.9306824271838814,0.30537634408602155,0.40720444201471456,0.4696197014274818,0.366
"frozenset({'Chips', 'Chocolate'})","frozenset({'Namkeen', 'Cold Drink'})",0.0596,0.062,0.0284,0.476510067114094,7.68564624377571,1.0,0.024704800000000002,1.791820512820513,0.9250184218881986,0.30472103004291845,0.44190838711523883,0.46728729162156313,0.206
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Namkeen', 'Chocolate'})",0.1244,0.0546,0.0284,0.22829581993569134,4.18124212336431,1.0,0.021607760000000004,1.2250808333333334,0.8689317264941867,0.18857901726427626,0.18372733227807417,0.3742211700411058,0.206
"frozenset({'Namkeen', 'Chocolate'})","frozenset({'Chips', 'Cold Drink'})",0.0546,0.1244,0.0284,0.5201465201465202,4.18124212336431,1.0,0.021607760000000004,1.8247236641221376,0.8047774695560714,0.18857901726427626,0.45197181378085904,0.3742211700411058,0.206
"frozenset({'Namkeen', 'Cold Drink'})","frozenset({'Chips', 'Chocolate'})",0.062,0.0596,0.0284,0.45806451612903226,7.685646243775709,1.0,0.024704800000000002,1.7352619047619047,0.927385206762966,0.30472103004291845,0.4237181158326587,0.46728729162156313,0.206
"frozenset({'Chocolate', 'Cold Drink'})","frozenset({'Chips', 'Namkeen'})",0.057,0.0644,0.0284,0.4982456140350877,7.736733137190803,1.0,0.0247292,1.8646573426573425,0.923379086822099,0.30537634408602155,0.4637084374038988,0.4696197014274818,0.366
frozenset({'Chips'}),"frozenset({'Namkeen', 'Chocolate', 'Cold Drink'})",0.2168,0.0362,0.0284,0.13099630996309963,3.6186825956657356,1.0,0.020551840000000002,1.1090861995753716,0.9239738738868347,0.12644701691896706,0.09835682710427436,0.45776334835171556,0.206
frozenset({'Namkeen'}),"frozenset({'Chips', 'Chocolate', 'Cold Drink'})",0.129,0.0398,0.0284,0.22015503875968992,5.531533637178138,1.0,0.023265800000000003,1.2312703777335983,0.940549150240132,0.2022792022792023,0.18783070064537588,0.4668614389778349,0.206
frozenset({'Chocolate'}),"frozenset({'Chips', 'Namkeen', 'Cold Drink'})",0.1248,0.046,0.0284,0.2275641025641026,4.947045707915274,1.0,0.0226592,1.2350539419087139,0.9116306614826067,0.19943820224719103,0.19031876579046395,0.42247770345596436,0.366
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Namkeen', 'Chocolate'})",0.2072,0.039,0.0284,0.13706563706563707,3.5145035145035144,1.0,0.020319200000000003,1.1136420581655482,0.9024530634868749,0.13039485766758496,0.10204540797672952,0.4326353826353827,0.216
frozenset({'Bread'}),frozenset({'Brown Bread'}),0.395,0.052,0.0226,0.05721518987341771,1.1002921129503407,1.0,0.0020599999999999993,1.005531686358754,0.1506618883931836,0.053251649387370405,0.005501255140735987,0.24591528724440118,0.782
frozenset({'Brown Bread'}),frozenset({'Bread'}),0.052,0.395,0.0226,0.4346153846153846,1.1002921129503407,1.0,0.0020599999999999993,1.0700680272108842,0.0961502557783503,0.053251649387370405,0.06547997457088366,0.24591528724440118,0.782
frozenset({'Butter'}),frozenset({'Bread'}),0.1662,0.395,0.098,0.5896510228640193,1.492787399655745,1.0,0.032351000000000005,1.4743548387096774,0.39591298260729096,0.21157167530224524,0.321737227874412,0.41887614434340203,0.486
frozenset({'Bread'}),frozenset({'Butter'}),0.395,0.1662,0.098,0.2481012658227848,1.492787399655745,1.0,0.032351000000000005,1.1089259259259259,0.5456400742115028,0.21157167530224524,0.09822651214054308,0.41887614434340203,0.486
frozenset({'Butter'}),frozenset({'Tea'}),0.1662,0.2636,0.0936,0.5631768953068592,2.136482910875794,1.0,0.04978968,1.6858082644628098,0.6379719664680087,0.2784057108863772,0.40681273126949924,0.4591301775472081,0.38
frozenset({'Tea'}),frozenset({'Butter'}),0.2636,0.1662,0.0936,0.3550834597875569,2.136482910875794,1.0,0.04978968,1.2928804705882353,0.7223533753952006,0.2784057108863772,0.2265332931009318,0.4591301775472081,0.38
frozenset({'Butter'}),frozenset({'Biscuits'}),0.1662,0.2078,0.085,0.5114320096269556,2.461174252295262,1.0,0.050463640000000004,1.6214733990147787,0.712029122514921,0.2941176470588236,0.3832769624172628,0.46023958517921404,0.447
frozenset({'Biscuits'}),frozenset({'Butter'}),0.2078,0.1662,0.085,0.40904716073147257,2.461174252295262,1.0,0.050463640000000004,1.4109416938110748,0.7494191900441065,0.2941176470588236,0.2912534909228503,0.46023958517921404,0.447
frozenset({'Butter'}),frozenset({'Milk'}),0.1662,0.3692,0.0934,0.5619735258724429,1.5221384774443198,1.0,0.032038960000000005,1.4400956043956046,0.41140507354425426,0.21131221719457013,0.3056016580095797,0.4074764704118444,0.568
frozenset({'Milk'}),frozenset({'Butter'}),0.3692,0.1662,0.0934,0.25297941495124593,1.5221384774443198,1.0,0.032038960000000005,1.1161673676577228,0.5438008090063399,0.21131221719457013,0.10407701481319974,0.4074764704118444,0.568
"frozenset({'Butter', 'Tea'})",frozenset({'Bread'}),0.0936,0.395,0.0666,0.7115384615384616,1.801363193768257,1.0,0.029628,2.0973333333333333,0.49080413158083064,0.15781990521327013,0.5232040686586141,0.4400730282375852,0.486
"frozenset({'Butter', 'Bread'})",frozenset({'Tea'}),0.098,0.2636,0.0666,0.6795918367346939,2.578117741785637,1.0,0.0407672,2.2983184713375797,0.6786254103327274,0.22576271186440677,0.5648992894278843,0.46612368771484314,0.38
"frozenset({'Tea', 'Bread'})",frozenset({'Butter'}),0.1614,0.1662,0.0666,0.412639405204461,2.4827882382939896,1.0,0.03977532000000001,1.4195708860759495,0.7121715084987206,0.25517241379310346,0.29556177165322745,0.40668071343255546,0.38
frozenset({'Butter'}),"frozenset({'Tea', 'Bread'})",0.1662,0.1614,0.0666,0.4007220216606499,2.4827882382939896,1.0,0.03977532000000001,1.399350602409639,0.7162713204929565,0.25517241379310346,0.28538280665472204,0.40668071343255546,0.38
frozenset({'Tea'}),"frozenset({'Butter', 'Bread'})",0.2636,0.098,0.0666,0.2526555386949924,2.5781177417856367,1.0,0.0407672,1.2069401015228427,0.8312331886476373,0.22576271186440677,0.1714584686197255,0.46612368771484314,0.38
frozenset({'Bread'}),"frozenset({'Butter', 'Tea'})",0.395,0.0936,0.0666,0.16860759493670888,1.8013631937682573,1.0,0.029628,1.090219244823386,0.7353138262229171,0.15781990521327013,0.08275330421084386,0.4400730282375852,0.486
"frozenset({'Butter', 'Tea'})",frozenset({'Biscuits'}),0.0936,0.2078,0.0652,0.6965811965811965,3.3521713021231787,1.0,0.04574991999999999,2.610912676056338,0.7741459505412093,0.2760372565622353,0.6169921693779306,0.505172215229963,0.447
"frozenset({'Butter', 'Biscuits'})",frozenset({'Tea'}),0.085,0.2636,0.0652,0.7670588235294117,2.909934838882442,1.0,0.04279399999999999,3.16131313131313,0.7173220691273592,0.23006351446718415,0.6836757516694891,0.5072016424172097,0.38
"frozenset({'Tea', 'Biscuits'})",frozenset({'Butter'}),0.148,0.1662,0.0652,0.44054054054054054,2.650665105538752,1.0,0.0406024,1.4903671497584539,0.7309110285434489,0.2618473895582329,0.3290243949874557,0.4164194880801379,0.38
frozenset({'Butter'}),"frozenset({'Tea', 'Biscuits'})",0.1662,0.148,0.0652,0.39229843561973526,2.650665105538752,1.0,0.0406024,1.4020039603960395,0.7468651910758196,0.2618473895582329,0.2867352530748067,0.4164194880801379,0.38
frozenset({'Tea'}),"frozenset({'Butter', 'Biscuits'})",0.2636,0.085,0.0652,0.24734446130500756,2.9099348388824415,1.0,0.04279399999999999,1.215695564516129,0.8912950750292419,0.23006351446718415,0.17742564077050008,0.5072016424172097,0.38
