TransactionID,Customer_ID,Date,DayOfWeek,Month,Category,Product,Quantity,Price,CustomerType,TotalAmount,Year,WeekNumber
1980,C0092,2024-09-13,Friday,September,Dairy,Cheese,2,329.14,family_shopping,658.28,2024,37
1980,C0092,2024-09-13,Friday,September,Dairy,Milk,3,385.06,family_shopping,1155.18,2024,37
1980,C0092,2024-09-13,Friday,September,Personal Care,Soap,3,457.52,family_shopping,1372.56,2024,37
1980,C0092,2024-09-13,Friday,September,Fruit & Vegetables,Onion,3,454.27,family_shopping,1362.81,2024,37
1980,C0092,2024-09-13,Friday,September,Grains & Staples,Rice,2,61.96,family_shopping,123.92,2024,37
1981,C0449,2024-07-16,Tuesday,July,Cooking Essentials,Salt,5,453.08,daily_essentials,2265.4,2024,29
1981,C0449,2024-07-16,Tuesday,July,Personal Care,Facewash,1,218.61,daily_essentials,218.61,2024,29
1981,C0449,2024-07-16,Tuesday,July,Bakery,Brown Bread,4,230.07,daily_essentials,920.28,2024,29
1981,C0449,2024-07-16,Tuesday,July,Fruit & Vegetables,Onion,1,226.39,daily_essentials,226.39,2024,29
1981,C0449,2024-07-16,Tuesday,July,Bakery,Bread,5,339.29,daily_essentials,1696.45,2024,29
1982,C0356,2024-08-02,Friday,August,Fruit & Vegetables,Tomato,1,36.75,breakfast_shopping,36.75,2024,31
1982,C0356,2024-08-02,Friday,August,Grains & Staples,Semolina,4,234.29,breakfast_shopping,937.16,2024,31
1982,C0356,2024-08-02,Friday,August,Snacks,Nuts,2,489.39,breakfast_shopping,978.78,2024,31
1982,C0356,2024-08-02,Friday,August,Dairy,Milk,3,475.31,breakfast_shopping,1425.93,2024,31
1982,C0356,2024-08-02,Friday,August,Dairy,Butter,5,229.32,breakfast_shopping,1146.6,2024,31
1982,C0356,2024-08-02,Friday,August,Beverages,Tea,2,330.03,breakfast_shopping,660.06,2024,31
1982,C0356,2024-08-02,Friday,August,Unknown,Biscuits,4,273.61,breakfast_shopping,1094.44,2024,31
1983,C0458,2024-06-11,Tuesday,June,Beverages,Tea,2,146.58,breakfast_shopping,293.16,2024,24
1983,C0458,2024-06-11,Tuesday,June,Unknown,Biscuits,2,440.62,breakfast_shopping,881.24,2024,24
1983,C0458,2024-06-11,Tuesday,June,Grains & Staples,Poha,1,221.27,breakfast_shopping,221.27,2024,24
1983,C0458,2024-06-11,Tuesday,June,Grains & Staples,Semolina,3,184.62,breakfast_shopping,553.86,2024,24
1984,C0344,2024-11-01,Friday,November,Cooking Essentials,Tomatosauce,4,11.34,breakfast_shopping,45.36,2024,44
1984,C0344,2024-11-01,Friday,November,Dairy,Milk,1,246.41,breakfast_shopping,246.41,2024,44
1984,C0344,2024-11-01,Friday,November,Dairy,Butter,5,108.44,breakfast_shopping,542.2,2024,44
1984,C0344,2024-11-01,Friday,November,Fruit & Vegetables,Onion,3,43.45,breakfast_shopping,130.35000000000002,2024,44
1984,C0344,2024-11-01,Friday,November,Unknown,Biscuits,5,420.62,breakfast_shopping,2103.1,2024,44
1984,C0344,2024-11-01,Friday,November,Bakery,Bread,3,203.02,breakfast_shopping,609.0600000000001,2024,44
1984,C0344,2024-11-01,Friday,November,Grains & Staples,Rice,5,97.43,breakfast_shopping,487.15000000000003,2024,44
1985,C0222,2024-12-22,Sunday,December,Cooking Essentials,Salt,3,390.39,daily_essentials,1171.17,2024,51
1985,C0222,2024-12-22,Sunday,December,Cooking Essentials,Oil,1,79.08,daily_essentials,79.08,2024,51
1985,C0222,2024-12-22,Sunday,December,Dairy,Milk,4,446.6,daily_essentials,1786.4,2024,51
1985,C0222,2024-12-22,Sunday,December,Dairy,Ghee,2,494.61,daily_essentials,989.22,2024,51
1985,C0222,2024-12-22,Sunday,December,Fruit & Vegetables,Onion,2,427.79,daily_essentials,855.58,2024,51
1985,C0222,2024-12-22,Sunday,December,Bakery,Bread,1,23.16,daily_essentials,23.16,2024,51
1985,C0222,2024-12-22,Sunday,December,Bakery,Rusk,3,234.34,daily_essentials,703.02,2024,51
1986,C0260,2024-10-21,Monday,October,Bakery,Cookies,2,355.76,indian_cooking,711.52,2024,43
1986,C0260,2024-10-21,Monday,October,Dairy,Ghee,2,176.81,indian_cooking,353.62,2024,43
1986,C0260,2024-10-21,Monday,October,Fruit & Vegetables,Onion,4,196.52,indian_cooking,786.08,2024,43
1986,C0260,2024-10-21,Monday,October,Beverages,Cold Drink,1,294.36,indian_cooking,294.36,2024,43
1986,C0260,2024-10-21,Monday,October,Grains & Staples,Rice,1,438.98,indian_cooking,438.98,2024,43
1987,C0171,2024-09-08,Sunday,September,Fruit & Vegetables,Potato,3,45.86,daily_essentials,137.57999999999998,2024,36
1987,C0171,2024-09-08,Sunday,September,Dairy,Milk,2,412.69,daily_essentials,825.38,2024,36
1987,C0171,2024-09-08,Sunday,September,Bakery,Biscuit,4,175.81,daily_essentials,703.24,2024,36
1987,C0171,2024-09-08,Sunday,September,Grains & Staples,Wheat Flour,2,71.25,daily_essentials,142.5,2024,36
1987,C0171,2024-09-08,Sunday,September,Fruit & Vegetables,Onion,5,168.36,daily_essentials,841.8000000000001,2024,36
1987,C0171,2024-09-08,Sunday,September,Bakery,Bread,5,140.81,daily_essentials,704.05,2024,36
1987,C0171,2024-09-08,Sunday,September,Bakery,Rusk,5,499.0,daily_essentials,2495.0,2024,36
1988,C0228,2024-08-13,Tuesday,August,Bakery,Bread,4,31.55,family_shopping,126.2,2024,33
1988,C0228,2024-08-13,Tuesday,August,Personal Care,Soap,4,143.45,family_shopping,573.8,2024,33
1988,C0228,2024-08-13,Tuesday,August,Grains & Staples,Dal,4,58.66,family_shopping,234.64,2024,33
1989,C0143,2024-05-02,Thursday,May,Fruit & Vegetables,Tomato,5,48.88,health_concious,244.4,2024,18
1989,C0143,2024-05-02,Thursday,May,Grains & Staples,Poha,4,496.0,health_concious,1984.0,2024,18
1989,C0143,2024-05-02,Thursday,May,Dairy,Milk,3,106.52,health_concious,319.56,2024,18
1989,C0143,2024-05-02,Thursday,May,Grains & Staples,Oats,5,224.46,health_concious,1122.3,2024,18
1990,C0339,2024-11-22,Friday,November,Fruit & Vegetables,Tomato,3,447.1,indian_cooking,1341.3000000000002,2024,47
1990,C0339,2024-11-22,Friday,November,Grains & Staples,Dal,4,402.0,indian_cooking,1608.0,2024,47
1990,C0339,2024-11-22,Friday,November,Cooking Essentials,Spices,1,372.14,indian_cooking,372.14,2024,47
1990,C0339,2024-11-22,Friday,November,Dairy,Milk,3,486.4,indian_cooking,1459.1999999999998,2024,47
1990,C0339,2024-11-22,Friday,November,Fruit & Vegetables,Onion,5,224.19,indian_cooking,1120.95,2024,47
1990,C0339,2024-11-22,Friday,November,Bakery,Bread,1,266.53,indian_cooking,266.53,2024,47
1991,C0149,2024-10-03,Thursday,October,Fruit & Vegetables,Banana,2,317.61,health_concious,635.22,2024,40
1991,C0149,2024-10-03,Thursday,October,Cooking Essentials,Tomatosauce,3,63.33,health_concious,189.99,2024,40
1991,C0149,2024-10-03,Thursday,October,Grains & Staples,Oats,5,256.53,health_concious,1282.6499999999999,2024,40
1991,C0149,2024-10-03,Thursday,October,Snacks,Chips,4,94.83,health_concious,379.32,2024,40
1991,C0149,2024-10-03,Thursday,October,Cooking Essentials,Spices,2,357.31,health_concious,714.62,2024,40
1991,C0149,2024-10-03,Thursday,October,Dairy,Milk,5,94.29,health_concious,471.45000000000005,2024,40
1991,C0149,2024-10-03,Thursday,October,Dairy,Curd,2,76.81,health_concious,153.62,2024,40
1991,C0149,2024-10-03,Thursday,October,Fruit & Vegetables,Apple,2,292.36,health_concious,584.72,2024,40
1992,C0300,2024-09-25,Wednesday,September,Beverages,Tea,1,235.9,student_budget,235.9,2024,39
1992,C0300,2024-09-25,Wednesday,September,Bakery,Bread,1,113.69,student_budget,113.69,2024,39
1992,C0300,2024-09-25,Wednesday,September,Personal Care,Soap,2,334.29,student_budget,668.58,2024,39
1992,C0300,2024-09-25,Wednesday,September,Grains & Staples,Wheat Flour,1,151.84,student_budget,151.84,2024,39
1993,C0140,2024-09-18,Wednesday,September,Grains & Staples,Semolina,3,416.72,student_budget,1250.16,2024,38
1993,C0140,2024-09-18,Wednesday,September,Snacks,Chips,3,64.13,student_budget,192.39,2024,38
1993,C0140,2024-09-18,Wednesday,September,Snacks,Chocolate,4,328.45,student_budget,1313.8,2024,38
1993,C0140,2024-09-18,Wednesday,September,Beverages,Tea,4,201.39,student_budget,805.56,2024,38
1993,C0140,2024-09-18,Wednesday,September,Unknown,Biscuits,3,164.67,student_budget,494.01,2024,38
1994,C0281,2024-10-28,Monday,October,Unknown,Biscuits,3,191.59,breakfast_shopping,574.77,2024,44
1994,C0281,2024-10-28,Monday,October,Bakery,Bread,4,250.86,breakfast_shopping,1003.44,2024,44
1994,C0281,2024-10-28,Monday,October,Dairy,Milk,4,378.4,breakfast_shopping,1513.6,2024,44
1994,C0281,2024-10-28,Monday,October,Beverages,Cold Drink,4,466.78,breakfast_shopping,1867.12,2024,44
1995,C0419,2024-08-30,Friday,August,Cooking Essentials,Salt,3,71.6,daily_essentials,214.79999999999998,2024,35
1995,C0419,2024-08-30,Friday,August,Personal Care,Toothpaste,5,338.89,daily_essentials,1694.4499999999998,2024,35
1995,C0419,2024-08-30,Friday,August,Cooking Essentials,Oil,3,426.44,daily_essentials,1279.32,2024,35
1995,C0419,2024-08-30,Friday,August,Grains & Staples,Dal,2,297.2,daily_essentials,594.4,2024,35
1995,C0419,2024-08-30,Friday,August,Fruit & Vegetables,Potato,3,171.47,daily_essentials,514.41,2024,35
1995,C0419,2024-08-30,Friday,August,Snacks,Chips,3,464.02,daily_essentials,1392.06,2024,35
1995,C0419,2024-08-30,Friday,August,Fruit & Vegetables,Onion,1,250.6,daily_essentials,250.6,2024,35
1995,C0419,2024-08-30,Friday,August,Bakery,Bread,1,150.88,daily_essentials,150.88,2024,35
1996,C0320,2024-10-02,Wednesday,October,Dairy,Milk,3,372.8,breakfast_shopping,1118.4,2024,40
1996,C0320,2024-10-02,Wednesday,October,Dairy,Ghee,2,91.64,breakfast_shopping,183.28,2024,40
1996,C0320,2024-10-02,Wednesday,October,Snacks,Chocolate,4,47.73,breakfast_shopping,190.92,2024,40
1996,C0320,2024-10-02,Wednesday,October,Dairy,Butter,5,187.29,breakfast_shopping,936.4499999999999,2024,40
1996,C0320,2024-10-02,Wednesday,October,Beverages,Tea,1,212.94,breakfast_shopping,212.94,2024,40
1996,C0320,2024-10-02,Wednesday,October,Unknown,Biscuits,5,93.38,breakfast_shopping,466.9,2024,40
1996,C0320,2024-10-02,Wednesday,October,Beverages,Cold Drink,5,239.03,breakfast_shopping,1195.15,2024,40
1997,C0348,2024-04-28,Sunday,April,Cooking Essentials,Salt,3,213.29,family_shopping,639.87,2024,17
1997,C0348,2024-04-28,Sunday,April,Cooking Essentials,Oil,4,109.06,family_shopping,436.24,2024,17
1997,C0348,2024-04-28,Sunday,April,Dairy,Cheese,1,130.42,family_shopping,130.42,2024,17
1997,C0348,2024-04-28,Sunday,April,Beverages,Waterbottle,1,135.9,family_shopping,135.9,2024,17
1997,C0348,2024-04-28,Sunday,April,Dairy,Milk,1,105.05,family_shopping,105.05,2024,17
1997,C0348,2024-04-28,Sunday,April,Personal Care,Soap,5,351.19,family_shopping,1755.95,2024,17
1997,C0348,2024-04-28,Sunday,April,Bakery,Bread,5,412.17,family_shopping,2060.85,2024,17
1997,C0348,2024-04-28,Sunday,April,Grains & Staples,Rice,2,128.49,family_shopping,256.98,2024,17
1998,C0011,2024-02-10,Saturday,February,Beverages,Tea,4,183.28,student_budget,733.12,2024,6
1998,C0011,2024-02-10,Saturday,February,Bakery,Bread,5,270.57,student_budget,1352.85,2024,6
1998,C0011,2024-02-10,Saturday,February,Grains & Staples,Wheat Flour,3,266.3,student_budget,798.9000000000001,2024,6
1999,C0164,2024-07-09,Tuesday,July,Dairy,Cheese,4,61.13,breakfast_shopping,244.52,2024,28
1999,C0164,2024-07-09,Tuesday,July,Cooking Essentials,Tomatosauce,1,145.48,breakfast_shopping,145.48,2024,28
1999,C0164,2024-07-09,Tuesday,July,Unknown,Biscuits,4,308.22,breakfast_shopping,1232.88,2024,28
1999,C0164,2024-07-09,Tuesday,July,Dairy,Milk,3,179.76,breakfast_shopping,539.28,2024,28
2000,C0363,2024-09-24,Tuesday,September,Snacks,Chips,5,107.86,snack_lover,539.3,2024,39
2000,C0363,2024-09-24,Tuesday,September,Personal Care,Soap,5,233.58,snack_lover,1167.9,2024,39
2000,C0363,2024-09-24,Tuesday,September,Snacks,Namkeen,1,331.8,snack_lover,331.8,2024,39
2000,C0363,2024-09-24,Tuesday,September,Snacks,Chocolate,3,181.06,snack_lover,543.1800000000001,2024,39
2001,C0204,2024-08-05,Monday,August,Personal Care,Toothpaste,4,335.5,daily_essentials,1342.0,2024,32
2001,C0204,2024-08-05,Monday,August,Cooking Essentials,Oil,1,237.35,daily_essentials,237.35,2024,32
2001,C0204,2024-08-05,Monday,August,Fruit & Vegetables,Potato,5,462.48,daily_essentials,2312.4,2024,32
2001,C0204,2024-08-05,Monday,August,Beverages,Juice,3,472.83,daily_essentials,1418.49,2024,32
2001,C0204,2024-08-05,Monday,August,Personal Care,Soap,4,452.94,daily_essentials,1811.76,2024,32
2001,C0204,2024-08-05,Monday,August,Fruit & Vegetables,Onion,1,304.0,daily_essentials,304.0,2024,32
2001,C0204,2024-08-05,Monday,August,Bakery,Bread,5,496.66,daily_essentials,2483.3,2024,32
2002,C0397,2024-08-09,Friday,August,Beverages,Tea,4,216.24,breakfast_shopping,864.96,2024,32
2002,C0397,2024-08-09,Friday,August,Personal Care,Toothpaste,2,300.04,breakfast_shopping,600.08,2024,32
2002,C0397,2024-08-09,Friday,August,Dairy,Milk,4,402.84,breakfast_shopping,1611.36,2024,32
2002,C0397,2024-08-09,Friday,August,Fruit & Vegetables,Onion,5,149.14,breakfast_shopping,745.6999999999999,2024,32
2003,C0221,2024-09-25,Wednesday,September,Dairy,Milk,4,245.88,breakfast_shopping,983.52,2024,39
2003,C0221,2024-09-25,Wednesday,September,Bakery,Biscuit,5,444.36,breakfast_shopping,2221.8,2024,39
2003,C0221,2024-09-25,Wednesday,September,Snacks,Chocolate,1,54.32,breakfast_shopping,54.32,2024,39
2003,C0221,2024-09-25,Wednesday,September,Beverages,Tea,1,74.25,breakfast_shopping,74.25,2024,39
2003,C0221,2024-09-25,Wednesday,September,Bakery,Bread,4,408.46,breakfast_shopping,1633.84,2024,39
2004,C0311,2024-01-30,Tuesday,January,Cooking Essentials,Oil,2,59.42,breakfast_shopping,118.84,2024,5
2004,C0311,2024-01-30,Tuesday,January,Dairy,Milk,2,70.86,breakfast_shopping,141.72,2024,5
2004,C0311,2024-01-30,Tuesday,January,Personal Care,Soap,3,322.1,breakfast_shopping,966.3000000000001,2024,5
2004,C0311,2024-01-30,Tuesday,January,Dairy,Butter,5,30.32,breakfast_shopping,151.6,2024,5
2004,C0311,2024-01-30,Tuesday,January,Beverages,Tea,3,450.53,breakfast_shopping,1351.59,2024,5
2004,C0311,2024-01-30,Tuesday,January,Unknown,Biscuits,4,94.05,breakfast_shopping,376.2,2024,5
2004,C0311,2024-01-30,Tuesday,January,Bakery,Bread,3,409.6,breakfast_shopping,1228.8000000000002,2024,5
2004,C0311,2024-01-30,Tuesday,January,Bakery,Rusk,3,214.37,breakfast_shopping,643.11,2024,5
2005,C0094,2024-03-18,Monday,March,Cooking Essentials,Spices,4,209.94,indian_cooking,839.76,2024,12
2005,C0094,2024-03-18,Monday,March,Fruit & Vegetables,Carrot,2,304.8,indian_cooking,609.6,2024,12
2005,C0094,2024-03-18,Monday,March,Grains & Staples,Rice,3,27.87,indian_cooking,83.61,2024,12
2006,C0080,2024-05-27,Monday,May,Fruit & Vegetables,Tomato,3,127.89,indian_cooking,383.67,2024,22
2006,C0080,2024-05-27,Monday,May,Beverages,Cold Drink,5,54.76,indian_cooking,273.8,2024,22
2006,C0080,2024-05-27,Monday,May,Grains & Staples,Dal,3,17.1,indian_cooking,51.300000000000004,2024,22
2006,C0080,2024-05-27,Monday,May,Dairy,Curd,1,325.17,indian_cooking,325.17,2024,22
2007,C0161,2024-06-09,Sunday,June,Personal Care,Shampoo,2,443.23,family_shopping,886.46,2024,23
2007,C0161,2024-06-09,Sunday,June,Fruit & Vegetables,Tomato,5,155.79,family_shopping,778.9499999999999,2024,23
2007,C0161,2024-06-09,Sunday,June,Cooking Essentials,Oil,3,34.14,family_shopping,102.42,2024,23
2007,C0161,2024-06-09,Sunday,June,Grains & Staples,Semolina,3,190.85,family_shopping,572.55,2024,23
2007,C0161,2024-06-09,Sunday,June,Dairy,Milk,5,114.06,family_shopping,570.3,2024,23
2007,C0161,2024-06-09,Sunday,June,Bakery,Bread,2,471.41,family_shopping,942.82,2024,23
2007,C0161,2024-06-09,Sunday,June,Grains & Staples,Rice,5,36.51,family_shopping,182.54999999999998,2024,23
2008,C0300,2024-11-23,Saturday,November,Fruit & Vegetables,Banana,3,464.66,student_budget,1393.98,2024,47
2008,C0300,2024-11-23,Saturday,November,Snacks,Chips,2,52.16,student_budget,104.32,2024,47
2008,C0300,2024-11-23,Saturday,November,Bakery,Bread,5,15.89,student_budget,79.45,2024,47
2008,C0300,2024-11-23,Saturday,November,Grains & Staples,Rice,4,57.13,student_budget,228.52,2024,47
2008,C0300,2024-11-23,Saturday,November,Beverages,Tea,5,95.21,student_budget,476.04999999999995,2024,47
2008,C0300,2024-11-23,Saturday,November,Beverages,Cold Drink,3,354.28,student_budget,1062.84,2024,47
2008,C0300,2024-11-23,Saturday,November,Fruit & Vegetables,Apple,2,469.96,student_budget,939.92,2024,47
2009,C0067,2024-09-07,Saturday,September,Cooking Essentials,Salt,3,226.01,daily_essentials,678.03,2024,36
2009,C0067,2024-09-07,Saturday,September,Cooking Essentials,Oil,1,224.41,daily_essentials,224.41,2024,36
2009,C0067,2024-09-07,Saturday,September,Beverages,Coffee,4,184.91,daily_essentials,739.64,2024,36
2009,C0067,2024-09-07,Saturday,September,Fruit & Vegetables,Potato,2,175.4,daily_essentials,350.8,2024,36
2009,C0067,2024-09-07,Saturday,September,Beverages,Tea,3,283.13,daily_essentials,849.39,2024,36
2009,C0067,2024-09-07,Saturday,September,Bakery,Bread,1,151.17,daily_essentials,151.17,2024,36
2010,C0481,2024-02-19,Monday,February,Snacks,Chips,3,446.74,breakfast_shopping,1340.22,2024,8
2010,C0481,2024-02-19,Monday,February,Beverages,Tea,2,294.25,breakfast_shopping,588.5,2024,8
2010,C0481,2024-02-19,Monday,February,Unknown,Biscuits,5,375.04,breakfast_shopping,1875.2,2024,8
2010,C0481,2024-02-19,Monday,February,Dairy,Milk,2,307.54,breakfast_shopping,615.08,2024,8
2011,C0092,2024-08-24,Saturday,August,Personal Care,Shampoo,2,321.93,family_shopping,643.86,2024,34
2011,C0092,2024-08-24,Saturday,August,Fruit & Vegetables,Tomato,5,34.76,family_shopping,173.79999999999998,2024,34
2011,C0092,2024-08-24,Saturday,August,Cooking Essentials,Oil,2,241.55,family_shopping,483.1,2024,34
2011,C0092,2024-08-24,Saturday,August,Grains & Staples,Dal,5,486.49,family_shopping,2432.45,2024,34
2011,C0092,2024-08-24,Saturday,August,Bakery,Cookies,3,257.08,family_shopping,771.24,2024,34
2011,C0092,2024-08-24,Saturday,August,Dairy,Milk,3,408.05,family_shopping,1224.15,2024,34
2011,C0092,2024-08-24,Saturday,August,Dairy,Curd,4,102.58,family_shopping,410.32,2024,34
2011,C0092,2024-08-24,Saturday,August,Grains & Staples,Rice,5,44.24,family_shopping,221.20000000000002,2024,34
2012,C0068,2024-11-04,Monday,November,Fruit & Vegetables,Banana,3,303.73,health_concious,911.19,2024,45
2012,C0068,2024-11-04,Monday,November,Grains & Staples,Oats,5,351.44,health_concious,1757.2,2024,45
2012,C0068,2024-11-04,Monday,November,Dairy,Cheese,3,164.38,health_concious,493.14,2024,45
2012,C0068,2024-11-04,Monday,November,Dairy,Milk,1,474.98,health_concious,474.98,2024,45
2012,C0068,2024-11-04,Monday,November,Dairy,Curd,2,51.3,health_concious,102.6,2024,45
2012,C0068,2024-11-04,Monday,November,Snacks,Chocolate,1,216.5,health_concious,216.5,2024,45
2012,C0068,2024-11-04,Monday,November,Bakery,Bread,2,491.68,health_concious,983.36,2024,45
2013,C0018,2024-12-27,Friday,December,Fruit & Vegetables,Tomato,2,203.0,breakfast_shopping,406.0,2024,52
2013,C0018,2024-12-27,Friday,December,Dairy,Milk,2,202.23,breakfast_shopping,404.46,2024,52
2013,C0018,2024-12-27,Friday,December,Beverages,Tea,3,132.98,breakfast_shopping,398.93999999999994,2024,52
2013,C0018,2024-12-27,Friday,December,Unknown,Biscuits,2,376.89,breakfast_shopping,753.78,2024,52
2013,C0018,2024-12-27,Friday,December,Bakery,Bread,5,406.1,breakfast_shopping,2030.5,2024,52
2013,C0018,2024-12-27,Friday,December,Fruit & Vegetables,Apple,4,298.24,breakfast_shopping,1192.96,2024,52
2014,C0130,2024-03-16,Saturday,March,Snacks,Nuts,2,90.92,health_concious,181.84,2024,11
2014,C0130,2024-03-16,Saturday,March,Grains & Staples,Poha,4,205.01,health_concious,820.04,2024,11
2014,C0130,2024-03-16,Saturday,March,Grains & Staples,Oats,5,127.1,health_concious,635.5,2024,11
2014,C0130,2024-03-16,Saturday,March,Dairy,Curd,2,236.29,health_concious,472.58,2024,11
2015,C0025,2024-11-17,Sunday,November,Cooking Essentials,Salt,5,458.84,daily_essentials,2294.2,2024,46
2015,C0025,2024-11-17,Sunday,November,Cooking Essentials,Oil,2,274.8,daily_essentials,549.6,2024,46
2015,C0025,2024-11-17,Sunday,November,Fruit & Vegetables,Potato,3,116.84,daily_essentials,350.52,2024,46
2015,C0025,2024-11-17,Sunday,November,Dairy,Milk,1,31.36,daily_essentials,31.36,2024,46
2015,C0025,2024-11-17,Sunday,November,Snacks,Chocolate,1,450.76,daily_essentials,450.76,2024,46
2015,C0025,2024-11-17,Sunday,November,Fruit & Vegetables,Onion,4,113.74,daily_essentials,454.96,2024,46
2015,C0025,2024-11-17,Sunday,November,Grains & Staples,Poha,2,177.63,daily_essentials,355.26,2024,46
2016,C0375,2024-08-05,Monday,August,Personal Care,Toothpaste,1,244.92,snack_lover,244.92,2024,32
2016,C0375,2024-08-05,Monday,August,Beverages,Cold Drink,5,332.45,snack_lover,1662.25,2024,32
2016,C0375,2024-08-05,Monday,August,Snacks,Chips,4,330.57,snack_lover,1322.28,2024,32
2016,C0375,2024-08-05,Monday,August,Beverages,Waterbottle,2,151.75,snack_lover,303.5,2024,32
2016,C0375,2024-08-05,Monday,August,Snacks,Namkeen,4,322.48,snack_lover,1289.92,2024,32
2016,C0375,2024-08-05,Monday,August,Snacks,Chocolate,2,100.07,snack_lover,200.14,2024,32
2016,C0375,2024-08-05,Monday,August,Beverages,Tea,3,411.82,snack_lover,1235.46,2024,32
2016,C0375,2024-08-05,Monday,August,Snacks,Popcorn,3,327.77,snack_lover,983.31,2024,32
2017,C0498,2024-12-09,Monday,December,Snacks,Chips,2,173.12,snack_lover,346.24,2024,50
2017,C0498,2024-12-09,Monday,December,Beverages,Waterbottle,4,163.18,snack_lover,652.72,2024,50
2017,C0498,2024-12-09,Monday,December,Snacks,Namkeen,2,163.66,snack_lover,327.32,2024,50
2017,C0498,2024-12-09,Monday,December,Snacks,Chocolate,1,410.64,snack_lover,410.64,2024,50
2017,C0498,2024-12-09,Monday,December,Beverages,Cold Drink,5,189.56,snack_lover,947.8,2024,50
2017,C0498,2024-12-09,Monday,December,Fruit & Vegetables,Apple,4,203.98,snack_lover,815.92,2024,50
2018,C0346,2024-07-16,Tuesday,July,Personal Care,Toothpaste,3,396.64,family_shopping,1189.92,2024,29
2018,C0346,2024-07-16,Tuesday,July,Cooking Essentials,Oil,1,30.47,family_shopping,30.47,2024,29
2018,C0346,2024-07-16,Tuesday,July,Beverages,Waterbottle,2,355.62,family_shopping,711.24,2024,29
2018,C0346,2024-07-16,Tuesday,July,Dairy,Milk,4,374.54,family_shopping,1498.16,2024,29
2018,C0346,2024-07-16,Tuesday,July,Personal Care,Soap,2,99.35,family_shopping,198.7,2024,29
2019,C0432,2024-07-21,Sunday,July,Personal Care,Toothpaste,2,485.67,student_budget,971.34,2024,29
2019,C0432,2024-07-21,Sunday,July,Snacks,Chips,2,169.77,student_budget,339.54,2024,29
2019,C0432,2024-07-21,Sunday,July,Dairy,Cheese,3,175.87,student_budget,527.61,2024,29
2019,C0432,2024-07-21,Sunday,July,Bakery,Bread,4,459.73,student_budget,1838.92,2024,29
2019,C0432,2024-07-21,Sunday,July,Beverages,Tea,3,421.2,student_budget,1263.6,2024,29
2019,C0432,2024-07-21,Sunday,July,Unknown,Biscuits,2,232.05,student_budget,464.1,2024,29
2019,C0432,2024-07-21,Sunday,July,Beverages,Cold Drink,2,122.63,student_budget,245.26,2024,29
2019,C0432,2024-07-21,Sunday,July,Grains & Staples,Rice,4,212.47,student_budget,849.88,2024,29
2020,C0140,2024-02-05,Monday,February,Grains & Staples,Poha,2,313.23,student_budget,626.46,2024,6
2020,C0140,2024-02-05,Monday,February,Snacks,Chips,4,32.66,student_budget,130.64,2024,6
2020,C0140,2024-02-05,Monday,February,Bakery,Brown Bread,1,118.13,student_budget,118.13,2024,6
2020,C0140,2024-02-05,Monday,February,Unknown,Biscuits,4,86.08,student_budget,344.32,2024,6
2020,C0140,2024-02-05,Monday,February,Beverages,Cold Drink,5,284.19,student_budget,1420.95,2024,6
2021,C0063,2024-01-09,Tuesday,January,Cooking Essentials,Salt,5,322.6,daily_essentials,1613.0,2024,2
2021,C0063,2024-01-09,Tuesday,January,Fruit & Vegetables,Potato,1,52.61,daily_essentials,52.61,2024,2
2021,C0063,2024-01-09,Tuesday,January,Dairy,Cheese,3,288.21,daily_essentials,864.6299999999999,2024,2
2021,C0063,2024-01-09,Tuesday,January,Dairy,Curd,2,282.93,daily_essentials,565.86,2024,2
2021,C0063,2024-01-09,Tuesday,January,Bakery,Brown Bread,1,235.82,daily_essentials,235.82,2024,2
2021,C0063,2024-01-09,Tuesday,January,Fruit & Vegetables,Onion,4,341.67,daily_essentials,1366.68,2024,2
2021,C0063,2024-01-09,Tuesday,January,Bakery,Bread,5,406.89,daily_essentials,2034.4499999999998,2024,2
2022,C0102,2024-11-04,Monday,November,Snacks,Chips,2,333.02,student_budget,666.04,2024,45
2022,C0102,2024-11-04,Monday,November,Cooking Essentials,Spices,3,378.25,student_budget,1134.75,2024,45
2022,C0102,2024-11-04,Monday,November,Beverages,Cold Drink,4,234.37,student_budget,937.48,2024,45
2023,C0320,2024-01-13,Saturday,January,Beverages,Tea,3,205.63,breakfast_shopping,616.89,2024,2
2023,C0320,2024-01-13,Saturday,January,Dairy,Butter,4,194.87,breakfast_shopping,779.48,2024,2
2023,C0320,2024-01-13,Saturday,January,Fruit & Vegetables,Onion,3,347.04,breakfast_shopping,1041.1200000000001,2024,2
2024,C0114,2024-08-08,Thursday,August,Cooking Essentials,Tomatosauce,3,174.34,student_budget,523.02,2024,32
2024,C0114,2024-08-08,Thursday,August,Beverages,Cold Drink,2,173.76,student_budget,347.52,2024,32
2024,C0114,2024-08-08,Thursday,August,Beverages,Coffee,4,90.93,student_budget,363.72,2024,32
2024,C0114,2024-08-08,Thursday,August,Snacks,Chips,4,398.45,student_budget,1593.8,2024,32
2024,C0114,2024-08-08,Thursday,August,Grains & Staples,Wheat Flour,4,196.36,student_budget,785.44,2024,32
2024,C0114,2024-08-08,Thursday,August,Beverages,Tea,2,113.25,student_budget,226.5,2024,32
2024,C0114,2024-08-08,Thursday,August,Unknown,Biscuits,2,170.42,student_budget,340.84,2024,32
